Agency,City,State,Legacy NTD ID,NTD ID,Organization Type,Reporter Type,Primary UZA Population,Agency VOMS,Mode,TOS,Mode VOMS,Fuel/Energy Used:,Diesel (gal),Diesel (gal) Questionable,Gasoline (gal),Gasoline (gal) Questionable,Liquefied Petroleum Gas (gal equivalent),Liquefied Petroleum Gas (gal equivalent) Questionable,Compressed Natural Gas (gal equivalent),Compressed Natural Gas (gal equivalent) Questionable,Bio-Diesel (gal),Bio-Diesel (gal) Questionable,Other Fuel (gal/gal equivalent),Other Fuel (gal/gal equivalent) Questionable,Electric Propulsion (kwh),Electric Propulsion (kwh) Questionable,Electric Battery (kwh),Electric Battery (kwh) Questionable,Miles Traveled by Vehicles Fueled by:,Diesel,Diesel Questionable,Gasoline,Gasoline Questionable,Liquefied Petroleum Gas,Liquefied Petroleum Gas Questionable,Compressed Natural Gas,Compressed Natural Gas Questionable,Other Fuel,Other Fuel Questionable,Electric Propulsion,Electric Propulsion Questionable,Electric Battery,Electric Battery Questionable,Miles per Gallon/KwH:,Diesel (mpg),Diesel (mpg) Questionable,Gasoline (mpg),Gasoline (mpg) Questionable,Liquefied Petroleum Gas (mpg),Liquefied Petroleum Gas (mpg) Questionable,Compressed Natural Gas (mpg),Compressed Natural Gas (mpg) Questionable,Other Fuel (mpg),Other Fuel (mpg) Questionable,Electric Propulsion (mi/kwh),Electric Propulsion (mi/kwh) Questionable,Electric Battery (mi/kwh),Electric Battery (mi/kwh) Questionable,Any data questionable?,,,0,
Yuba-Sutter Transit Authority,Marysville,CA,9061,90061,Independent Public Agency or Authority of Transit Service,Full Reporter,"116,719",31,MB, PT , 14 ,,"116,774",,0,,0,,0,,0,,0,,0,,0,,,"579,027",,0,,0,,0,,0,,0,,0,,,4.96,,,,,,,,,,,,,,No,,,,
"City of Santa Fe, dba: Santa Fe Trails",Santa Fe,NM,6077,60077,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"89,284",31,DR, DO , 12 ,,0,,"8,246",,0,,"64,450",,0,,0,,0,,0,,,0,,"29,088",,0,,"135,744",,0,,0,,0,,,,,3.53,,,,2.11,,,,,,,,No,,,,
"Missoula Urban Transportation District, dba: Mountain Line",Missoula,MT,8009,80009,Independent Public Agency or Authority of Transit Service,Full Reporter,"82,157",31,DR, DO , 11 ,,"6,524",,"10,618",,0,,0,,0,,0,,0,,0,,,"6,528",,"185,971",,0,,0,,0,,0,,0,,,1.00,,17.51,,,,,,,,,,,,No,,,,
Yuba-Sutter Transit Authority,Marysville,CA,9061,90061,Independent Public Agency or Authority of Transit Service,Full Reporter,"116,719",31,DR, PT , 10 ,,"12,395",,"32,653",,0,,0,,0,,0,,0,,0,,,"79,058",,"140,940",,0,,0,,0,,0,,0,,,6.38,,4.32,,,,,,,,,,,,No,,,,
"City of Sioux City, dba: Sioux City Transit System",Sioux City,IA,7012,70012,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"106,494",30,DR, PT , 8 ,,0,,"21,160",,0,,0,,0,,0,,0,,0,,,0,,"138,317",,0,,0,,0,,0,,0,,,,,6.54,,,,,,,,,,,,No,,,,
"City of Gardena, dba: GTrans",Gardena,CA,9042,90042,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"12,150,996",30,DR, DO , 6 ,,0,,"4,020",,0,,0,,0,,0,,0,,0,,,0,,"31,174",,0,,0,,0,,0,,0,,,,,7.75,,,,,,,,,,,,No,,,,
"Ulster County , dba: UCAT",Kingston,NY,2178,20178,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"423,566",30,DR, DO , 5 ,,0,,"20,432",,0,,0,,0,,0,,0,,0,,,0,,"48,778",,0,,0,,0,,0,,0,,,,,2.39,,,,,,,,,,,,No,,,,
"City of Williamsport, dba: River Valley Transit",Williamsport,PA,3026,30026,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"56,142",30,DR, PT , 4 ,,0,,"8,456",,0,,0,,0,,0,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,,,,0.00,,,,,,,,,,,,No,,,,
Riverside County Transportation Commission,Riverside,CA,9218,90218,"MPO, COG or Other Planning Agency",Full Reporter,"1,932,666",30,VP, PT , 30 ,,0,,"34,233",,0,,0,,0,,0,,0,,0,,,0,,"428,427",,0,,0,,0,,0,,0,,,,,12.52,,,,,,,,,,,,No,,,,
"City of Williamsport, dba: River Valley Transit",Williamsport,PA,3026,30026,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"56,142",30,MB, DO , 26 ,,"36,656",,0,,0,,"205,591",,0,,0,,0,,0,,,"135,919",,0,,0,,"736,178",,0,,0,,0,,,3.71,,,,,,3.58,,,,,,,,No,,,,
"Ulster County , dba: UCAT",Kingston,NY,2178,20178,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"423,566",30,MB, DO , 25 ,,"84,136",,"34,867",,0,,0,,"42,561",,0,,0,,0,,,"472,836",,"92,059",,0,,0,,0,,0,,0,,,5.62,,2.64,,,,,,,,,,,,No,,,,
"City of Gardena, dba: GTrans",Gardena,CA,9042,90042,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"12,150,996",30,MB, DO , 24 ,,0,,"242,123",,0,,"60,264",,0,,0,,0,,"44,346",,,0,,"755,608",,0,,"180,138",,0,,0,,"20,557",,,,,3.12,,,,2.99,,,,,,0.46,,No,,,,
"City of Sioux City, dba: Sioux City Transit System",Sioux City,IA,7012,70012,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"106,494",30,MB, DO , 22 ,,"127,302",,0,,0,,0,,0,,0,,0,,0,,,"627,767",,0,,0,,0,,0,,0,,0,,,4.93,,,,,,,,,,,,,,No,,,,
"City of Waco, dba: Waco Transit System, Inc.",Waco,TX,6012,60012,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"172,378",30,MB, DO , 16 ,,"135,376",,0,,0,,0,,0,,0,,0,,0,,,"609,685",,0,,0,,0,,0,,0,,0,,,4.50,,,,,,,,,,,,,,No,,,,
"City of Jackson, MS, dba: JTRAN-City of Jackson, MS",Jackson,MS,4015,40015,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"351,478",30,DR, PT , 16 ,,"7,958",,"48,641",,0,,0,,0,,0,,0,,0,,,"62,975",,"365,233",,0,,0,,0,,0,,0,,,7.91,,7.51,,,,,,,,,,,,No,,,,
"City of Jackson, MS, dba: JTRAN-City of Jackson, MS",Jackson,MS,4015,40015,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"351,478",30,MB, PT , 14 ,,"155,781",,0,,0,,0,,0,,0,,0,,0,,,"775,049",,0,,0,,0,,0,,0,,0,,,4.98,,,,,,,,,,,,,,No,,,,
"City of Waco, dba: Waco Transit System, Inc.",Waco,TX,6012,60012,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"172,378",30,DR, DO , 14 ,,"43,250",,"17,569",,0,,0,,0,,0,,0,,0,,,"997,394",,"513,921",,0,,0,,0,,0,,0,,,23.06,,29.25,,,,,,,,,,,,No,,,,
Northern Arizona Intergovernmental Public Transportation Authority,Flagstaff,AZ,9219,90219,Independent Public Agency or Authority of Transit Service,Full Reporter,"71,957",29,VP, PT , 6 ,,0,,"3,932",,0,,0,,0,,0,,0,,0,,,0,,"48,219",,0,,0,,0,,0,,0,,,,,12.26,,,,,,,,,,,,No,,,,
Bloomington Public Transportation Corporation,Bloomington,IN,5110,50110,Independent Public Agency or Authority of Transit Service,Full Reporter,"108,657",29,DR, DO , 5 ,,0,,"20,289",,0,,0,,0,,0,,0,,0,,,0,,"106,542",,0,,0,,0,,0,,0,,,,,5.25,,,,,,,,,,,,No,,,,
The Woodlands Township,The Woodlands,TX,6134,60134,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"239,938",29,MB, DO , 4 ,,0,,0,,"33,040",,0,,0,,0,,0,,0,,,0,,0,,0,,0,,"115,714",,0,,0,,,,,,,0.00,,,,,,,,,,No,,,,
"Transit Authority of Central Kentucky, dba: TACK Transit",Elizabethtown,KY,4191,40191,Independent Public Agency or Authority of Transit Service,Full Reporter,"73,467",29,VP, DO , 3 ,,0,,"1,585",,0,,0,,0,,0,,0,,0,,,0,,"26,232",,0,,0,,0,,0,,0,,,,,16.55,,,,,,,,,,,,No,,,,
Central Indiana Regional Transportation Authority ,Indianapolis,IN,5209,50209,Independent Public Agency or Authority of Transit Service,Full Reporter,"1,487,483",29,MB, PT , 3 ,,"23,913",,0,,0,,0,,0,,0,,0,,0,,,"47,431",,0,,0,,0,,0,,0,,0,,,1.98,,,,,,,,,,,,,,No,,,,
Northern Arizona Intergovernmental Public Transportation Authority,Flagstaff,AZ,9219,90219,Independent Public Agency or Authority of Transit Service,Full Reporter,"71,957",29,DR, DO , 3 ,,0,,"6,234",,0,,0,,0,,0,,0,,0,,,0,,"41,742",,0,,0,,0,,0,,0,,,,,6.70,,,,,,,,,,,,No,,,,
University of Iowa,Iowa City,IA,7019,70019,University,Full Reporter,"106,621",29,DR, DO , 3 ,,"2,770",,"1,638",,0,,0,,0,,0,,0,,0,,,"86,524",,"14,401",,0,,0,,0,,0,,0,,,31.24,,8.79,,,,,,,,,,,,No,,,,
"Spartanburg Regional Health Services, Inc.",Spartanburg,SC,,40244,State Government Unit or Department of Transportation,Full Reporter,"180,786",29,DR, DO , 29 ,,0,,"151,765",,"1,459",,0,,0,,0,,0,,0,,,0,,"180,225",,0,,0,,"27,983",,0,,0,,,,,1.19,,0.00,,,,,,,,,,No,,,,
Central Indiana Regional Transportation Authority ,Indianapolis,IN,5209,50209,Independent Public Agency or Authority of Transit Service,Full Reporter,"1,487,483",29,VP, PT , 26 ,,0,,"22,167",,0,,0,,0,,0,,0,,0,,,0,,"859,674",,0,,0,,0,,0,,0,,,,,38.78,,,,,,,,,,,,No,,,,
University of Iowa,Iowa City,IA,7019,70019,University,Full Reporter,"106,621",29,MB, DO , 26 ,,"177,447",,0,,0,,0,,0,,0,,0,,0,,,"669,624",,0,,0,,0,,0,,0,,0,,,3.77,,,,,,,,,,,,,,No,,,,
"Transit Authority of Central Kentucky, dba: TACK Transit",Elizabethtown,KY,4191,40191,Independent Public Agency or Authority of Transit Service,Full Reporter,"73,467",29,DR, DO , 26 ,,0,,"98,117",,0,,0,,0,,0,,0,,"4,822",,,0,,"836,104",,0,,0,,0,,0,,"29,708",,,,,8.52,,,,,,,,,,6.16,,No,,,,
The Woodlands Township,The Woodlands,TX,6134,60134,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"239,938",29,CB, PT , 25 ,,"143,675",,0,,0,,0,,0,,0,,0,,0,,,"684,595",,0,,0,,0,,0,,0,,0,,,4.76,,,,,,,,,,,,,,No,,,,
Bloomington Public Transportation Corporation,Bloomington,IN,5110,50110,Independent Public Agency or Authority of Transit Service,Full Reporter,"108,657",29,MB, DO , 24 ,,"201,248",,"4,461",,0,,0,,0,,0,,0,,"21,554",,,"909,829",,"22,491",,0,,0,,0,,0,,"6,800",,,4.52,,5.04,,,,,,,,,,0.32,,No,,,,
Northern Arizona Intergovernmental Public Transportation Authority,Flagstaff,AZ,9219,90219,Independent Public Agency or Authority of Transit Service,Full Reporter,"71,957",29,MB, DO , 20 ,,"188,501",,0,,0,,0,,0,,0,,0,,0,,,"944,309",,0,,0,,0,,0,,0,,0,,,5.01,,,,,,,,,,,,,,No,,,,
Bay County Transportation Planning Organization,Panama City,FL,4185,40185,"MPO, COG or Other Planning Agency",Full Reporter,"143,280",29,MB, PT , 17 ,,"86,160",,0,,0,,0,,0,,0,,0,,0,,,"539,270",,0,,0,,0,,0,,0,,0,,,6.26,,,,,,,,,,,,,,No,,,,
"Board of County Commissioners of St. Lucie County, dba: Area Regional Transit - ART ",Fort Pierce,FL,,41199,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"376,047",29,DR, PT , 16 ,,"30,169",,"168,570",,0,,0,,0,,0,,0,,0,,,"243,817",,"461,161",,0,,0,,0,,0,,0,,,8.08,,2.74,,,,,,,,,,,,No,,,,
"Board of County Commissioners of St. Lucie County, dba: Area Regional Transit - ART ",Fort Pierce,FL,,41199,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"376,047",29,MB, PT , 13 ,,"116,596",,0,,0,,0,,0,,0,,0,,0,,,"620,542",,0,,0,,0,,0,,0,,0,,,5.32,,,,,,,,,,,,,,No,,,,
Bay County Transportation Planning Organization,Panama City,FL,4185,40185,"MPO, COG or Other Planning Agency",Full Reporter,"143,280",29,DR, PT , 12 ,,0,,"66,579",,0,,0,,0,,0,,0,,0,,,0,,"472,313",,0,,0,,0,,0,,0,,,,,7.09,,,,,,,,,,,,No,,,,
"Transit Authority of Central Kentucky, dba: TACK Transit",Elizabethtown,KY,4191,40191,Independent Public Agency or Authority of Transit Service,Full Reporter,"73,467",29,MB, DO , -   ,,0,,0,,0,,0,,0,,0,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,No,,,,
"City of Billings, dba: Metropolitan Transit System",Billings,MT,8004,80004,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"114,773",28,DR, DO , 9 ,,0,,"19,268",,0,,0,,0,,0,,0,,0,,,0,,"340,807",,0,,0,,0,,0,,0,,,,,17.69,,,,,,,,,,,,No,,,,
Cache Valley Transit District,Logan,UT,8028,80028,Independent Public Agency or Authority of Transit Service,Full Reporter,"94,983",28,DR, DO , 7 ,,0,,"16,611",,0,,0,,0,,0,,0,,0,,,0,,"101,415",,0,,0,,0,,0,,0,,,,,6.11,,,,,,,,,,,,No,,,,
Anaheim Transportation Network,Anaheim,CA,9211,90211,Independent Public Agency or Authority of Transit Service,Full Reporter,"12,150,996",28,DR, PT , 3 ,,0,,0,,0,,0,,0,,0,,0,,"4,591",,,0,,0,,0,,0,,0,,0,,"12,814",,,,,,,,,,,,,,,2.79,,No,,,,
"North Central Alabama Regional Council of Governments, dba: NARCOG Regional Transit Agency",Decatur,AL,,40265,"MPO, COG or Other Planning Agency",Full Reporter,"70,436",28,DR, DO , 28 ,,0,,"47,123",,0,,0,,0,,0,,0,,0,,,0,,"357,969",,0,,0,,0,,0,,0,,,,,7.60,,,,,,,,,,,,No,,,,
"Baldwin County Commission, dba: Baldwin Regional Area Transit System",Bay Minette,AL,4R01-005,40928,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"57,383",28,DR, DO , 28 ,,0,,"111,792",,0,,0,,0,,0,,0,,0,,,0,,"814,148",,0,,0,,0,,0,,0,,,,,7.28,,,,,,,,,,,,No,,,,
Anaheim Transportation Network,Anaheim,CA,9211,90211,Independent Public Agency or Authority of Transit Service,Full Reporter,"12,150,996",28,MB, PT , 25 ,,0,,0,,"3,941",,"7,064",,0,,"9,662",,0,,"365,275",,,0,,0,,0,,"24,968",,"11,087",,0,,"131,159",,,,,,,0.00,,3.53,,1.15,,,,0.36,,No,,,,
Cache Valley Transit District,Logan,UT,8028,80028,Independent Public Agency or Authority of Transit Service,Full Reporter,"94,983",28,MB, DO , 21 ,,"203,250",,0,,0,,0,,0,,0,,0,,0,,,"1,073,306",,0,,0,,0,,0,,0,,0,,,5.28,,,,,,,,,,,,,,No,,,,
"City of Billings, dba: Metropolitan Transit System",Billings,MT,8004,80004,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"114,773",28,MB, DO , 19 ,,"116,141",,"11,810",,0,,0,,0,,0,,0,,0,,,"582,108",,"2,685",,0,,0,,0,,0,,0,,,5.01,,0.23,,,,,,,,,,,,No,,,,
"County of Fayette, dba: Fayette Area Coordinated Transportation",Uniontown,PA,3087,30087,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"51,370",28,DR, DO , 18 ,,0,,"101,313",,0,,0,,0,,0,,0,,0,,,0,,"800,770",,0,,0,,0,,0,,0,,,,,7.90,,,,,,,,,,,,No,,,,
"City of Green Bay, dba: Green Bay Metro",Green Bay,WI,5002,50002,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"206,520",28,MB, DO , 16 ,,"139,175",,0,,0,,0,,0,,0,,0,,0,,,"739,938",,0,,0,,0,,0,,0,,0,,,5.32,,,,,,,,,,,,,,No,,,,
"City of Green Bay, dba: Green Bay Metro",Green Bay,WI,5002,50002,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"206,520",28,DR, PT , 12 ,,0,,"27,242",,0,,0,,0,,0,,0,,0,,,0,,"326,395",,0,,0,,0,,0,,0,,,,,11.98,,,,,,,,,,,,No,,,,
"County of Fayette, dba: Fayette Area Coordinated Transportation",Uniontown,PA,3087,30087,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"51,370",28,MB, DO , 10 ,,"25,970",,"6,591",,0,,"37,707",,0,,0,,0,,0,,,"178,402",,"37,498",,0,,"313,348",,0,,0,,0,,,6.87,,5.69,,,,8.31,,,,,,,,No,,,,
Monroe County Transportation  Authority,Swiftwater,PA,3R04-012,30137,Independent Public Agency or Authority of Transit Service,Full Reporter,"54,316",27,MB, DO , 7 ,,"54,371",,0,,0,,"25,118",,0,,0,,0,,0,,,"294,247",,0,,0,,"117,878",,0,,0,,0,,,5.41,,,,,,4.69,,,,,,,,No,,,,
"City of Cedar Rapids, dba: Cedar Rapids Transit",Cedar Rapids,IA,7008,70008,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"177,844",27,DR, PT , 5 ,,0,,"18,369",,0,,0,,0,,0,,0,,0,,,0,,"215,725",,0,,0,,0,,0,,0,,,,,11.74,,,,,,,,,,,,No,,,,
University of Minnesota Transit,Minneapolis,MN,5218,50515,University,Full Reporter,"2,650,890",27,DR, DO , 3 ,,0,,758,,0,,0,,0,,0,,0,,0,,,0,,"4,430",,0,,0,,0,,0,,0,,,,,5.84,,,,,,,,,,,,No,,,,
"Buncombe County, dba: Mountain Mobility",Asheville,NC,4224,40224,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"280,648",27,MB, PT , 3 ,,0,,"2,370",,254,,"15,119",,0,,0,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,,,,0.00,,0.00,,0.00,,,,,,,,No,,,,
North Carolina State University,Raleigh,NC,4147,40147,University,Full Reporter,"884,891",27,MB, PT , 27 ,,"120,086",,0,,0,,0,,0,,0,,0,,0,,,"514,782",,0,,0,,0,,0,,0,,0,,,4.29,,,,,,,,,,,,,,No,,,,
"Buncombe County, dba: Mountain Mobility",Asheville,NC,4224,40224,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"280,648",27,DR, PT , 24 ,,0,,"67,023",,"7,193",,0,,0,,0,,0,,0,,,0,,"938,763",,0,,"237,758",,"567,272",,0,,0,,,,,14.01,,0.00,,,,,,,,,,No,,,,
University of Minnesota Transit,Minneapolis,MN,5218,50515,University,Full Reporter,"2,650,890",27,MB, PT , 24 ,,"107,609",,"13,096",,0,,0,,0,,0,,0,,0,,,"459,627",,"65,353",,0,,0,,0,,0,,0,,,4.27,,4.99,,,,,,,,,,,,No,,,,
"City of Cedar Rapids, dba: Cedar Rapids Transit",Cedar Rapids,IA,7008,70008,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"177,844",27,MB, DO , 22 ,,"201,699",,0,,0,,0,,0,,0,,0,,0,,,"947,859",,0,,0,,0,,0,,0,,0,,,4.70,,,,,,,,,,,,,,No,,,,
Monroe County Transportation  Authority,Swiftwater,PA,3R04-012,30137,Independent Public Agency or Authority of Transit Service,Full Reporter,"54,316",27,DR, DO , 20 ,,0,,"87,874",,0,,0,,0,,0,,0,,0,,,0,,"738,752",,0,,0,,0,,0,,0,,,,,8.41,,,,,,,,,,,,No,,,,
"Metropolitan Evansville Transit System, dba: METS",Evansville,IN,5043,50043,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"229,351",27,MB, DO , 17 ,,"184,425",,0,,0,,0,,0,,0,,0,,0,,,"1,141,634",,0,,0,,0,,0,,0,,0,,,6.19,,,,,,,,,,,,,,No,,,,
Berkshire Regional Transit Authority,Pittsfield,MA,1007,10007,"Subsidiary Unit of a Transit Agency, Reporting Separately",Full Reporter,"59,124",27,MB, PT , 17 ,,"61,495",,"81,072",,0,,0,,0,,0,,0,,0,,,"385,745",,"608,528",,0,,0,,0,,0,,0,,,6.27,,7.51,,,,,,,,,,,,No,,,,
"County Commissioners of Charles County, MD",La Plata,MD,3088,30088,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"109,919",27,MB, PT , 17 ,,0,,"208,786",,0,,0,,0,,0,,0,,0,,,0,,"1,363,607",,0,,0,,0,,0,,0,,,,,6.53,,,,,,,,,,,,No,,,,
Connecticut Department of Transportation,Newington,CT,1102,10102,State Government Unit or Department of Transportation,Full Reporter,"924,859",27,CB, PT , 15 ,,"85,323",,0,,0,,0,,0,,0,,0,,0,,,"101,719",,0,,0,,0,,0,,0,,0,,,1.19,,,,,,,,,,,,,,No,,,,
Indian River County,Vero Beach,FL,4104,40104,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"149,422",27,MB, PT , 14 ,,"97,988",,"39,914",,0,,0,,0,,0,,0,,0,,,"958,705",,"299,230",,0,,0,,0,,0,,0,,,9.78,,7.50,,,,,,,,,,,,No,,,,
Indian River County,Vero Beach,FL,4104,40104,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"149,422",27,DR, PT , 13 ,,0,,"47,894",,0,,0,,0,,0,,0,,0,,,0,,"591,340",,0,,0,,0,,0,,0,,,,,12.35,,,,,,,,,,,,No,,,,
Connecticut Department of Transportation,Newington,CT,1102,10102,State Government Unit or Department of Transportation,Full Reporter,"924,859",27,CR, PT , 12 ,,"1,231,212",,0,,0,,0,,0,,0,,0,,0,,,"479,955",,0,,0,,0,,0,,0,,0,,,0.39,,,,,,,,,,,,,,No,,,,
Berkshire Regional Transit Authority,Pittsfield,MA,1007,10007,"Subsidiary Unit of a Transit Agency, Reporting Separately",Full Reporter,"59,124",27,DR, PT , 10 ,,0,,"28,902",,0,,0,,0,,0,,0,,0,,,0,,"190,442",,0,,0,,0,,0,,0,,,,,6.59,,,,,,,,,,,,No,,,,
"County Commissioners of Charles County, MD",La Plata,MD,3088,30088,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"109,919",27,DR, PT , 10 ,,0,,"51,724",,0,,0,,0,,0,,0,,0,,,0,,"421,060",,0,,0,,0,,0,,0,,,,,8.14,,,,,,,,,,,,No,,,,
"Metropolitan Evansville Transit System, dba: METS",Evansville,IN,5043,50043,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"229,351",27,DR, DO , 10 ,,"17,428",,"21,569",,0,,0,,0,,0,,0,,0,,,"135,191",,"130,141",,0,,0,,0,,0,,0,,,7.76,,6.03,,,,,,,,,,,,No,,,,
"Woods Hole, Martha's Vineyard and Nantucket Steamship Authority",Woods Hole,MA,,10183,Independent Public Agency or Authority of Transit Service,Full Reporter,"246,695",26,FB, DO , 8 ,,"3,434,767",,0,,0,,0,,0,,0,,0,,0,,,"362,696",,0,,0,,0,,0,,0,,0,,,0.11,,,,,,,,,,,,,,No,,,,
Regional Transportation Authority,Madison,TN,4159,40159,Independent Public Agency or Authority of Transit Service,Full Reporter,"969,587",26,CR, PT , 7 ,,"157,524",,0,,0,,0,,0,,0,,0,,0,,,"66,277",,0,,0,,0,,0,,0,,0,,,0.42,,,,,,,,,,,,,,No,,,,
Regional Transportation Authority,Madison,TN,4159,40159,Independent Public Agency or Authority of Transit Service,Full Reporter,"969,587",26,VP, PT , 7 ,,0,,"6,151",,0,,0,,0,,0,,0,,0,,,0,,"96,008",,0,,0,,0,,0,,0,,,,,15.61,,,,,,,,,,,,No,,,,
Regional Planning Commission of Greater Birmingham,Birmingham,AL,4169,40169,"MPO, COG or Other Planning Agency",Full Reporter,"749,495",26,VP, PT , 26 ,,0,,"27,244",,0,,0,,0,,0,,0,,0,,,0,,"534,522",,0,,0,,0,,0,,0,,,,,19.62,,,,,,,,,,,,No,,,,
"Rockland Coaches, Inc.",Paramus,NJ,2149,20149,Private-For-Profit Corporation,Full Reporter,"18,351,295",26,CB, DO , 26 ,,"156,713",,0,,0,,0,,0,,0,,0,,0,,,"802,704",,0,,0,,0,,0,,0,,0,,,5.12,,,,,,,,,,,,,,No,,,,
"Woods Hole, Martha's Vineyard and Nantucket Steamship Authority",Woods Hole,MA,,10183,Independent Public Agency or Authority of Transit Service,Full Reporter,"246,695",26,MB, DO , 18 ,,"50,796",,"10,023",,0,,0,,0,,0,,0,,0,,,"303,475",,"43,862",,0,,0,,0,,0,,0,,,5.97,,4.38,,,,,,,,,,,,No,,,,
"City of La Crosse, dba: LaCrosse Municipal Transit Utility",La Crosse,WI,5004,50004,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"100,868",26,MB, DO , 16 ,,"154,418",,0,,0,,0,,0,,0,,0,,0,,,"887,682",,0,,0,,0,,0,,0,,0,,,5.75,,,,,,,,,,,,,,No,,,,
Pomona Valley Transportation Authority,La Verne,CA,,99425,Independent Public Agency or Authority of Transit Service,Full Reporter,"12,150,996",26,DR, TX , 14 ,,0,,0,,0,,0,,0,,0,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,No,,,,
Pomona Valley Transportation Authority,La Verne,CA,,99425,Independent Public Agency or Authority of Transit Service,Full Reporter,"12,150,996",26,DR, PT , 12 ,,0,,"29,212",,0,,0,,0,,0,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,,,,0.00,,,,,,,,,,,,No,,,,
Regional Transportation Authority,Madison,TN,4159,40159,Independent Public Agency or Authority of Transit Service,Full Reporter,"969,587",26,CB, PT , 12 ,,"58,691",,0,,0,,0,,0,,0,,0,,0,,,"329,079",,0,,0,,0,,0,,0,,0,,,5.61,,,,,,,,,,,,,,No,,,,
"City of La Crosse, dba: LaCrosse Municipal Transit Utility",La Crosse,WI,5004,50004,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"100,868",26,DR, PT , 10 ,,"1,044",,"6,115",,0,,0,,0,,0,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,,0.00,,0.00,,,,,,,,,,,,No,,,,
Northwest Alabama Council of Local Governments,Muscle Shoals,AL,4068,40068,"MPO, COG or Other Planning Agency",Full Reporter,"77,074",25,DR, TX , 7 ,,0,,0,,0,,0,,0,,0,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,No,,,,
City of Santa Rosa,Santa Rosa,CA,9017,90017,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"308,231",25,DR, PT , 7 ,,0,,"20,251",,0,,0,,0,,0,,0,,0,,,0,,"129,804",,0,,0,,0,,0,,0,,,,,6.41,,,,,,,,,,,,No,,,,
"City of Montgomery, dba: The M (Montgomery Area Transit System)",Montgomery,AL,4044,40044,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"263,907",25,DR, DO , 6 ,,0,,"45,423",,0,,0,,0,,0,,0,,0,,,0,,"776,822",,0,,0,,0,,0,,0,,,,,17.10,,,,,,,,,,,,No,,,,
Connecticut Department of Transportation - CTTransit New Britain -Dattco.,New Britain,CT,1045,10045,Private Provider Reporting on Behalf of a Public Entity,Full Reporter,"924,859",25,MB, PT , 5 ,,"55,316",,0,,0,,0,,0,,0,,0,,0,,,"242,538",,0,,0,,0,,0,,0,,0,,,4.38,,,,,,,,,,,,,,No,,,,
New York City Economic Development Corporation,New York,NY,,22930,Private-Non-Profit Corporation,Full Reporter,"18,351,295",25,MB, PT , 4 ,,"22,344",,0,,0,,0,,0,,0,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,,0.00,,,,,,,,,,,,,,No,,,,
