NTD ID,Legacy NTD ID,Agency Name,Reporter Acronym,Doing Business As,Reporter Type,Reporting Module,Organization Type,Reported By NTD ID,Reported by Name,Subrecipient Type,FY End Date,Original Due Date,Address Line 1,Address Line 2,P.O. Box,City,State,Zip Code,Zip Code Ext,Region,URL,FTA Recipient ID,UEID, Service Area Sq Miles ,Service Area Pop,Primary UZA,UZA Name,Tribal Area Name, Population ,Density,Sq Miles,VOMS DO,VOMS PT,Total VOMS,Volunteer Drivers,Personal Vehicles,TAM Tier,Number of State Counties,Number of Counties with Service, State Admin Funds Expended 
6R05-60175,6R05-011,"Rural Economic Assistance League, Inc. ",REAL,,Rural Reporter,Rural,Private-Non-Profit Corporation,6R05,Texas Department of Transportation,Rural General Public Transit,8/31/2021,1/31/2022,301 Lucero St,,,Alice,TX,78332,5848,6,http://realinc.org/,,WQFXX2JZJ7Q4,,,,,,,,,48,,48,,,Tier II,,,  
6R05-60176,6R05-047,"Senior Center Resources and Public Transit, Inc.",SCRPT,,Rural Reporter,Rural,Independent Public Agency or Authority of Transit Service,6R05,Texas Department of Transportation,Rural General Public Transit,8/31/2021,1/31/2022,4912 Lee St,,,Greenville,TX,75401,3656,6,www.scrpt.org,,GEEGSMAGTYP6, 861 ,"685,345",,,,,,,19,,19,,,Tier II,,,  
6R05-60179,6R05-034,El Paso County ,,,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",6R05,Texas Department of Transportation,Rural General Public Transit,8/31/2021,1/31/2022,500 E San Antonio Ave L1,,,El Paso,TX,79901,2419,6,http://www.epcounty.com,,GJJHZSZVQWR6,,,,,,,,,,97,97,0,2,Tier II,,,  
6R05-60185,6R05-018,Webb County Community Action Agency ,,,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",6R05,Texas Department of Transportation,Rural General Public Transit,8/31/2021,1/31/2022,1308 San Agustin Ave,,,Laredo,TX,78040,6309,6,http://www.webbcountytx.gov/CommunityActionAgency/,,KJ57ZV6UCFB4, 725 ,"159,990",,,,,,,13,,13,,,Tier II,,,  
6R05-60186,6R05-029,East Texas Council of Governments ,,,Rural Reporter,Rural,"MPO, COG or Other Planning Agency",6R05,Texas Department of Transportation,Rural General Public Transit,8/31/2021,1/31/2022,3800 Stone Rd,,,Kilgore,TX,75662,6927,6,www.etcog.org,,K1J5FHWEYHL7, 981 ,"384,304",,,,,,,41,,41,,,Tier II,,,  
6R05-60192,6R05-002,Panhandle Community Services ,,,Rural Reporter,Rural,Independent Public Agency or Authority of Transit Service,6R05,Texas Department of Transportation,Rural General Public Transit,8/31/2021,1/31/2022,1309 Sw 8Th Ave,,,Amarillo,TX,79101,2032,6,http://pcsvcs.org/,,Y8SMXLUWJ489," 1,855 ","153,937",,,,,,,82,,82,,,Tier II,,,  
6R05-60202,6R05-001,"Aspermont Small Business Development Center, Inc.",,,Rural Reporter,Rural,Private-Non-Profit Corporation,6R05,Texas Department of Transportation,Rural General Public Transit,8/31/2021,1/31/2022,9660 Us Hwy 83 S,,,Aspermont,TX,79502,2220,6,http://www.doublemountainservices.com/,,P9AEM56WYZL5, 878 ,"753,363",,,,,,,18,,18,,,Tier II,,,  
6R05-60208,7R03-038,"Greyhound Lines, Inc.",,,Rural Reporter,Rural,Private-For-Profit Corporation,6R05,Texas Department of Transportation,Intercity Bus,8/31/2021,1/31/2022,350 N Saint Paul St Ste 300,,,Dallas,TX,75201,4231,6,http://www.greyhound.com,1635,DD9NSNXDTAR1,,,,,,,,,,,,,,Tier II,,,  
6R05-60238,6R05-031,Colorado Valley Transit  District,,,Rural Reporter,Rural,Independent Public Agency or Authority of Transit Service,6R05,Texas Department of Transportation,Rural General Public Transit,8/31/2021,1/31/2022,108 Cardinal Ln,,,Columbus,TX,78934,2000,6,http://www.gotransit.org,,J8ECFQLWCUT8,,,,,,,,,28,,28,,,Tier II,,,  
6R05-60241,6R05-046,"Industrial Bus Lines, Inc",,All Aboard America,Rural Reporter,Rural,Private-For-Profit Corporation,6R05,Texas Department of Transportation,Intercity Bus,8/31/2021,1/31/2022,230 S Country Club,,,Mesa,TX,85210,1248,6,http://www.allaboardamerica.com,1564,HT9EZN8NR2V4,,,,,,,,,,,,,,Tier II,,,  
6R05-60243,6R05-020,"West Texas Opportunities, Inc. ","TRAX , WTO",,Rural Reporter,Rural,Independent Public Agency or Authority of Transit Service,6R05,Texas Department of Transportation,Rural General Public Transit,8/31/2021,1/31/2022,603 N 4Th,,,Lamesa,TX,79331,4505,6,http://www.gowto.org,,LW3ACPAWVBH3,,,,,,,,,110,,110,,,Tier II,,,  
6R05-60256,6R05-023,Southwest Area Regional Transit District,SARTD,,Rural Reporter,Rural,Independent Public Agency or Authority of Transit Service,6R05,Texas Department of Transportation,Rural General Public Transit,8/31/2021,1/31/2022,713 E Main,,,Uvalde,TX,78801,5718,6,http://www.paseoswart.org,,F21EVHGMPHG1,,,,,,,,,36,,36,,,Tier II,,,  
6R05-60262,6R05-005,Central Texas Rural Transit District,CARR,,Rural Reporter,Rural,Independent Public Agency or Authority of Transit Service,6R05,Texas Department of Transportation,Rural General Public Transit,8/31/2021,1/31/2022,2310 S Concho St,,,Coleman,TX,76834,7314,6,http://www.cityandruralrides.com,,VZ6MD9HWPMF8,,,,,,,,,50,,50,,,Tier II,,,  
6R05-60264,6R05-016,"The Transit System, Inc.",,,Rural Reporter,Rural,Other Publicly-Owned or Privately Chartered Corporation,6R05,Texas Department of Transportation,Rural General Public Transit,8/31/2021,1/31/2022,401 Commerce St,,,Glen Rose,TX,76043,4333,6,http://business.granburychamber.com/list/member/the-transit-system-inc-5007514,,UM81PG5F9UT7,,,,,,,,,32,,32,,,Tier II,,,  
6R05-66271,,Capital Area Rural Transportation System (CARTS - RURAL),,,Rural Reporter,Rural,Independent Public Agency or Authority of Transit Service,6R05,Texas Department of Transportation,Rural General Public Transit,8/31/2021,1/31/2022,5300 Tucker Hill Ln,,,Cedar Creek,TX,78612,4183,6,http://www.ridecarts.com/,,YHT4M6LQR987,,,,,,,,,80,,80,,,Tier II,,,  
6R05-66276,,McLennan County,,,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",6R05,Texas Department of Transportation,Rural General Public Transit,8/31/2021,1/31/2022,300 Austin Ave,Suite 100,,Waco,TX,76701,2209,6,http://www.co.mclennan.tx.us/595/McLennan-County-Rural-Transit-District,,G2WLL6K5JZT1," 15,355 ","157,849",,,,,,,16,8,24,,,Tier II,,,  
6R05-66277,,Calhoun County Senior Citizens,,,Rural Reporter,Rural,Independent Public Agency or Authority of Transit Service,6R05,Texas Department of Transportation,Rural General Public Transit,8/31/2021,1/31/2022,2104 W Austin Street,,,Port Lavaca,TX,77979,,6,http://www.calhounseniors.org/,,," 1,784 ","437,155",,,,,,,,2,2,,,Tier II,,,  
6R05-66278,,Friends of Elder Citizens-Jackson and Matagorda,,,Rural Reporter,Rural,"Subsidiary Unit of a Transit Agency, Reporting Separately",6R05,Texas Department of Transportation,Rural General Public Transit,8/31/2021,1/31/2022,705 Commerce St,,791,Palacios,TX,77465,5227,6,https://www.facebook.com/seniorcenterpalacios/,,XBR5RA9CM9D5,,,,,,,,,,5,5,,,Tier II,,,  
6R05-66279,,Gonzalez County Senior Citizens Association,,,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",6R05,Texas Department of Transportation,Rural General Public Transit,8/31/2021,1/31/2022,818 Seydler St,,,Gonzales,TX,78629,,6,https://www.facebook.com/pg/GCSCAInc/about/?ref=page_internal,,H1WRWGQK33C3, 75 ,"237,356",,,,,,,,3,3,,,Tier II,,,  
6R05-66280,,Lavaca County,,,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",6R05,Texas Department of Transportation,Rural General Public Transit,8/31/2021,1/31/2022,109 N La Grange,,,Hallettsville,TX,77964,2723,6,http://www.co.lavaca.tx.us/,,CGYJMM6ZFJZ7, 74 ,"132,500",,,,,,,,7,7,,,Tier II,,,  
6R05-66281,,Goliad County,,,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",6R05,Texas Department of Transportation,Rural General Public Transit,8/31/2021,1/31/2022,127 N Courthouse Sq,,,Goliad,TX,77963,,6,http://www.co.goliad.tx.us/,,K5JJBVJ7J5Q4, 30 ,"60,603",,,,,,,,3,3,,,Tier II,,,  
6R05-66320,,Zapata County,,,Reduced Asset Reporter,Asset,"City, County or Local Government Unit or Department of Transportation",6R05,Texas Department of Transportation,Asset Subrecipient,8/31/2021,1/31/2022,600 Hidalgo,,,Zapata,TX,78076,,6,http://www.co.zapata.tx.us/,,DJJDNNUY7QC8,,,,,,,,,,,,,,Tier II,,,  
6R05-66321,,Dallas County Department of Health and Human Services,,,Reduced Asset Reporter,Asset,"City, County or Local Government Unit or Department of Transportation",6R05,Texas Department of Transportation,Asset Subrecipient,8/31/2021,1/31/2022,900 Jackson St Ste 680,,,Dallas,TX,75202,4425,6,https://www.dallascounty.org/departments/dchhs/older-adult-services-program.php,,ER74JB3UL5E9,,,,,,,,,,,,,,Tier II,,,  
6R05-66322,,Mounting Horizons,,,Reduced Asset Reporter,Asset,Private-Non-Profit Corporation,6R05,Texas Department of Transportation,Asset Subrecipient,8/31/2021,1/31/2022,18062 Fm 529 #151,,,Cypress,TX,77433,1168,6,www.mountinghorizons.org,,WL3SHFBX5B65,,,,,,,,,,,,,,Tier II,,,  
6R05-66323,,"NDMJ, Inc.",,,Reduced Asset Reporter,Asset,Private-For-Profit Corporation,6R05,Texas Department of Transportation,Asset Subrecipient,8/31/2021,1/31/2022,321 N Bois D Arc Ave,,,Tyler,TX,75702,5702,6,www.tylercab.com,,N4HGTGC9FK35,,,,,,,,,,,,,,Tier II,,,  
6R05-66324,,Starr County,,,Reduced Asset Reporter,Asset,"City, County or Local Government Unit or Department of Transportation",6R05,Texas Department of Transportation,Asset Subrecipient,8/31/2021,1/31/2022,100 N Fm 3167 Ste 217,,,Rio Grande City,TX,78582,6709,6,http://www.co.starr.tx.us/,,X8MKJYNX8KB3,,,,,,,,,,,,,,Tier II,,,  
6R05-66325,,Big Bend Community Action Agency,,,Reduced Asset Reporter,Asset,Private-Non-Profit Corporation,6R05,Texas Department of Transportation,Asset Subrecipient,8/31/2021,1/31/2022,1412 W Berlin St,,,Marfa,TX,79843,,6,https://www.bbcac.org/,,MBLELGP6NAF9,,,,,,,,,,,,,,Tier II,,,  
6R05-66327,,Jim Hogg County Transportation,,,Reduced Asset Reporter,Asset,"City, County or Local Government Unit or Department of Transportation",6R05,Texas Department of Transportation,Asset Subrecipient,8/31/2021,1/31/2022,102 W Tilley St,,,Hebbronville,TX,78361,2849,6,https://co.jim-hogg.tx.us/,,WHK6JXFNMPG9,,,,,,,,,,,,,,Tier II,,,  
6R05-66328,,Montgomery County Meals On Wheels,,,Reduced Asset Reporter,Asset,Private-Non-Profit Corporation,6R05,Texas Department of Transportation,Asset Subrecipient,8/31/2021,1/31/2022,1202 Candy Cane Ln,,,Conroe,TX,77301,,6,www.mowmc.org,,CLJQUEXJBYH9,,,,,,,,,,,,,,Tier II,,,  
70001,7001,City of Lincoln,,StarTran,Full Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,8/31/2021,1/31/2022,555 S 10Th St Rm 301,,,Lincoln,NE,68508,2803,7,http://www.lincoln.ne.gov/city/pworks/startran/index.htm,1896,H6DFKBPHK6U6, 99 ,"291,082",145,"Lincoln, NE",," 258,719 ","2,924",88,73,,73,,,Tier II,,,  
70002,7002,Transit Authority of Omaha,Metro,,Full Reporter,Urban,Independent Public Agency or Authority of Transit Service,,,,12/31/2021,4/30/2022,2222 Cuming St,,,Omaha,NE,68102,4328,7,http://www.ometro.com/,1839,YL92LFWF3RR7, 178 ,"561,920",58,"Omaha, NE-IA",," 725,008 ","2,673",271,106,,106,,,Tier II,,,  
70003,7003,City of Springfield,"CU Transit, ""The Bus""","City Utilities of Springfield, MO",Full Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,9/30/2021,1/31/2022,301 E Central St,1505 North Boonville Avenue,,Springfield,MO,65802,3834,7,https://www.cutransit.net/,1828,X66BT3NHFMW8, 96 ,"198,042",138,"Springfield, MO",," 273,724 ","1,924",142,22,,22,,,Tier II,,,  
70004,7T04,Winnebago Tribe of Nebraska,,,Reduced Reporter,Tribe,Tribe,,,,9/30/2021,1/31/2022,100 Bluff St,,687,Winnebago,NE,68071,9787,7,,6776,QHU1JXKM7D51,,,0,Nebraska Non-UZA,"Winnebago Reservation and Off-Reservation Trust Land, NE--IA", -   ,0,0,3,,3,,,Tier II,,,  
70005,7005,Kansas City Area Transportation Authority,KCATA,,Full Reporter,Urban,Independent Public Agency or Authority of Transit Service,,,,12/31/2021,4/30/2022,1200 E 18Th St,,,Kansas City,MO,64108,1606,7,http://www.kcata.org/,1827,DADDJ2EKZ5L8, 456 ,"855,003",31,"Kansas City, MO-KS",," 1,519,417 ","2,242",678,120,100,220,,,Tier I (Fixed Route VOMS),,,  
70006,7006,Bi-State Development Agency of the Missouri-Illinois Metropolitan District,METRO,(St. Louis) Metro,Full Reporter,Urban,Independent Public Agency or Authority of Transit Service,,,,6/30/2021,10/31/2021,211 N Broadway,,,Saint Louis,MO,63102,2711,7,http://www.metrostlouis.org/,1830,X6YSAYJY22Q4, 558 ,"1,566,004",20,"St. Louis, MO-IL",," 2,150,706 ","2,329",924,461,,461,,,Tier I (Rail),,,  
70007,7007,City of Bettendorf,BT,Bettendorf Transit System,Reduced Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,6/30/2021,10/31/2021,1609 State St,,,Bettendorf,IA,52722,4937,7,https://www.bettendorf.org/transit/,1818,DV3KHH71FJD3, 22 ,"36,965",134,"Davenport, IA-IL",," 280,051 ","2,026",138,3,5,8,,,Tier II,,,  
70008,7008,City of Cedar Rapids,CRT,Cedar Rapids Transit,Full Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,6/30/2021,10/31/2021,101 1St St Se,,,Cedar Rapids,IA,52401,1205,7,http://www.cedar-rapids.org/transit/,1820,NDSYD8WM9RL7, 78 ,"158,890",193,"Cedar Rapids, IA",," 177,844 ","2,131",83,22,5,27,,,Tier II,,,  
70009,7009,City of Davenport,CITIBUS,Davenport Citibus,Reduced Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,6/30/2021,10/31/2021,226 W 4Th St,,,Davenport,IA,52801,1308,7,http://citidbus.com/,1822,WJCNAUXKNRL7, 26 ,"101,590",134,"Davenport, IA-IL",," 280,051 ","2,026",138,15,,15,,,Tier II,,,  
70010,7010,Des Moines Area Regional Transit Authority,DART,,Full Reporter,Urban,Independent Public Agency or Authority of Transit Service,,,,6/30/2021,10/31/2021,620 Cherry St,,,Des Moines,IA,50309,4221,7,http://www.ridedart.com/,1831,CESYVW5KF783, 136 ,"354,320",85,"Des Moines, IA",," 450,070 ","2,244",201,150,2,152,,,Tier II,,,  
70011,7011,City of Dubuque,The Jule,,Reduced Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,6/30/2021,10/31/2021,50 W 13Th St,,,Dubuque,IA,52001,4805,7,http://www.cityofdubuque.org/transit,1832,TLJMHPVMMUD3, 26 ,"60,140",409,"Dubuque, IA-IL",," 67,818 ","2,007",34,20,,20,,,Tier II,,,  
70012,7012,City of Sioux City,SCTS,Sioux City Transit System,Full Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,6/30/2021,10/31/2021,509 Nebraska St,,447,Sioux City,IA,51101,2221,7,https://www.sioux-city.org/government/departments-q-to-z/transit,1836,E7FTK7YSNB57, 53 ,"122,128",292,"Sioux City, IA-NE-SD",," 106,494 ","1,959",54,22,8,30,,,Tier II,,,  
70013,7013,Metropolitan Transit Authority of Black Hawk County,,,Reduced Reporter,Urban,Independent Public Agency or Authority of Transit Service,,,,6/30/2021,10/31/2021,1515 Black Hawk St,,,Waterloo,IA,50702,1138,7,http://www.mettransit.org/,1837,NEV8BFWEP4K5, 51 ,"108,519",278,"Waterloo, IA",," 113,418 ","1,823",62,27,,27,,,Tier II,,,  
70014,7014,Topeka Metropolitan Transit Authority,TMTA,,Full Reporter,Urban,Independent Public Agency or Authority of Transit Service,,,,6/30/2021,10/31/2021,201 N Kansas Ave,,,Topeka,KS,66603,3622,7,http://www.topekametro.org/,1823,FXMAJNVNL446, 58 ,"127,473",217,"Topeka, KS",," 150,003 ","1,885",80,27,8,35,,,Tier II,,,  
70015,7015,City of Wichita ,WT,Wichita Transit,Full Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,12/31/2021,4/30/2022,455 N Main St,,,Wichita,KS,67202,1600,7,http://www.wichitatransit.org/,1824,ZK7SHNPA2LQ3, 164 ,"395,745",83,"Wichita, KS",," 472,870 ","2,202",215,65,,65,,,Tier II,,,  
70016,7016,City of Columbia,COMO,Go COMO,Full Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,9/30/2021,1/31/2022,701 E Broadway,,6015,Columbia,MO,65205,4465,7,http://www.gocomotransit.com,1825,WZR4KM9CBTV3, 66 ,"121,500",255,"Columbia, MO",," 124,748 ","2,018",62,20,,20,,,Tier II,,,  
70018,7018,City of Iowa City,ICT,Iowa City Transit,Full Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,6/30/2021,10/31/2021,410 E. Washington St,,,Iowa City,IA,52240,1825,7,https://www.icgov.org/city-government/departments-and-divisions/transit,1833,EKWJD998JWJ4, 26 ,"74,828",290,"Iowa City, IA",," 106,621 ","2,339",46,21,,21,,,Tier II,,,  
70019,7019,University of Iowa,CAMBUS,,Full Reporter,Urban,University,,,,6/30/2021,10/31/2021,105 Jessup Hall,,,Iowa City,IA,52242,1316,7,https://transportation.uiowa.edu/cambus,1835,Z1H9VJS8NG16, 30 ,"78,440",290,"Iowa City, IA",," 106,621 ","2,339",46,29,,29,,,Tier II,,,  
70030,7030,City of Coralville,CTS,Coralville Transit System,Full Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,6/30/2021,10/31/2021,1512 7Th St,,5127,Iowa City,IA,52241,1708,7,http://www.coralville.org/transit,1834,QNVXMHKSJNN8, 12 ,"22,318",290,"Iowa City, IA",," 106,621 ","2,339",46,7,,7,,,Tier II,,,  
70032,7032,"City of St. Joseph, Missouri",The Ride,St. Joseph Transit,Reduced Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,6/30/2021,10/31/2021,1100 Frederick Ave,,,Saint Joseph,MO,64501,2337,7,http://www.stjoetransit.info/,1897,JKTHP8CNBDE6, 39 ,"77,645",354,"St. Joseph, MO-KS",," 81,176 ","1,940",42,16,,16,,,Tier II,,,  
70035,7035,Johnson County Kansas,The JO,Johnson County Transit,Full Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,12/31/2021,4/30/2022,111 S Cherry St Ste 1200,,,Olathe,KS,66061,3451,7,http://www.jocogov.org/dept/transit/home,5400,NSG3CNYKNRJ1, 141 ,"384,054",31,"Kansas City, MO-KS",," 1,519,417 ","2,242",678,,77,77,,,Tier II,,,  
70040,7040,City of Joplin,MAPS,Metro Area Publictransit System ,Reduced Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,10/31/2021,4/30/2022,602 S Main St,,,Joplin,MO,64801,2316,7,https://www.joplinmo.org/365/Public-Transportation,3087,HRWZCYY8MWJ3, 105 ,"64,250",347,"Joplin, MO",," 82,775 ","1,285",64,9,,9,,,Tier II,,,  
70041,7041,Ames Transit Agency,,CyRide,Full Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,6/30/2021,10/31/2021,601 N University Blvd,,,Ames,IA,50010,8671,7,http://www.cyride.com/,1817,V7BEZARBJ4Y8, 15 ,"54,445",445,"Ames, IA",," 60,438 ","2,602",23,55,,55,,,Tier II,,,  
70043,7043,City of Jefferson,,JEFFTRAN,Reduced Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,10/31/2021,4/30/2022,320 E Mccarty St,,,Jefferson City,MO,65101,3115,7,https://www.jeffersoncitymo.gov/government/transit/index.php,6309,VDNHEABWLHK6, 38 ,"43,228",452,"Jefferson City, MO",," 58,533 ","1,464",40,20,,20,,,Tier II,,,  
70044,,University of Kansas,KUPT,KU Parking & Transit,Full Reporter,Urban,University,,,,6/30/2021,10/31/2021,1450 Jayhawk Blvd,,,Lawrence,KS,66045,7594,7,http://parking.ku.edu/,,WGK8J9FEKW65, 15 ,"94,934",332,"Lawrence, KS",," 88,053 ","2,892",30,,19,19,,,Tier II,,,  
70045,7045,"County of Johnson, Iowa",SEATS,Johnson County SEATS,Full Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,6/30/2021,10/31/2021,4810 Melrose Ave.,,,Iowa City,IA,52246,,7,http://www.johnson-county.com/dept_seats.aspx?id=581/,1812,, 614 ,"152,854",290,"Iowa City, IA",," 106,621 ","2,339",46,15,,15,,,Tier II,,,  
70046,7046,City of Independence,IndeBus,,Reduced Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,12/31/2021,4/30/2022,111 E Maple Ave,,,Independence,MO,64050,3066,7,http://www.indebusmo.com/,7046,U5W1BFU54PJ3, 78 ,"116,830",31,"Kansas City, MO-KS",," 1,519,417 ","2,242",678,,21,21,,,Tier II,,,  
70047,7047,"Unified Government of Wyandotte County and Kansas City, KS",UGT,Ride KC Bus,Reduced Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,12/31/2021,4/30/2022,701 N 7Th St Ste 330,,,Kansas City,KS,66101,3070,7,http://www.wycokck.org/Transportation.aspx,1827,W5W9QQ7CD7M3, 156 ,"155,085",31,"Kansas City, MO-KS",," 1,519,417 ","2,242",678,23,,23,,,Tier II,,,  
70048,7048,City of Lawrence,,,Full Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,12/31/2021,4/30/2022,6 E 6Th St,,708,Lawrence,KS,66044,2268,7,http://www.lawrencetransit.org/,5757,FALLGKD2VA41, 29 ,"98,338",332,"Lawrence, KS",," 88,053 ","2,892",30,,40,40,,,Tier II,,,  
70049,7049,River Bend Transit,RBT,,Full Reporter,Urban,Private-Non-Profit Corporation,,,,6/30/2021,10/31/2021,7440 Vine St Ct,,,Davenport,IA,52806,1358,7,http://www.riverbendtransit.org/,1812,RKBTCWQEAK78," 2,791 ","555,862",134,"Davenport, IA-IL",," 280,051 ","2,026",138,31,11,42,,,Tier II,,,  
70050,7050,Southeast Missouri State University,,,Reduced Reporter,Urban,University,,,,6/30/2021,10/31/2021,One University Plaza,MS 7275,,Cape Girardeau,MO,63701,4710,7,http://www.semo.edu/transit/index.html,7229,SLW1H99F22C3, 6 ,"16,987",478,"Cape Girardeau, MO-IL",," 52,900 ","1,510",35,3,,3,,,Tier II,,,  
70051,7051,Cape Girardeau County Transit Authority,CTA,,Reduced Reporter,Urban,Independent Public Agency or Authority of Transit Service,,,,6/30/2021,10/31/2021,937 Broadway St Ste 200,,,Cape Girardeau,MO,63701,5475,7,http://www.cgcta.com/,7229,NK6LQJAC3F85, 579 ,"81,710",478,"Cape Girardeau, MO-IL",," 52,900 ","1,510",35,30,,30,,,Tier II,,,  
70052,7052,Senior Citizen Industries,CRANE,Central Ride Agency of Nebraska,Reduced Reporter,Urban,Private-Non-Profit Corporation,,,,6/30/2021,10/31/2021,"1016 N Diers Ave, Suite 119",,,Grand Island,NE,68803,,7,https://www.grand-island.com/departments/public-works/transit,7294,, 546 ,"61,492",496,"Grand Island, NE",," 50,440 ","1,793",28,13,,13,,,Tier II,,,  
70053,7053,"Flint Hills Area Transportation Agency, Inc",,ATABUS,Reduced Reporter,Urban,Private-Non-Profit Corporation,,,,6/30/2021,10/31/2021,5815 Marlatt Ave,,,Manhattan,KS,66503,8125,7,www.flinthillsatabus.com,7306,XUKUR4RKCCM1," 1,835 ","136,821",469,"Manhattan, KS",," 54,622 ","2,637",21,20,,20,,,Tier II,,,  
70055,7055,City of Derby,,,Reduced Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,12/31/2021,4/30/2022,1401 Hiddenridge Ct,Suite 100,,Derby,KS,67037,8745,7,http://www.derbyweb.com/,1824,NZTSFXESF2E5, 10 ,"25,625",83,"Wichita, KS",," 472,870 ","2,202",215,1,,1,,,Tier II,,,  
70056,7056,"Butler, County of",BCDoA,Butler County Department on Aging,Reduced Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,12/31/2021,4/30/2022,205 W Central,Suite 302,,El Dorado,KS,67042,2100,7,www.bucoks.com/index.aspx?nid=158,1813,LD98UZMEDC98," 1,482 ","65,827",83,"Wichita, KS",," 472,870 ","2,202",215,7,,7,,,Tier II,,,  
70057,7057,Loop Trolley Transportation Development District,,,Reduced Asset Reporter,Asset,Independent Public Agency or Authority of Transit Service,,,,12/31/2021,4/30/2022,5875 Delmar Blvd,,,Saint Louis,MO,63112,2307,7,http://www.looptrolley.com,7125,K1EHJCUQ2J21, 5 ,"50,580",20,"St. Louis, MO-IL",," 2,150,706 ","2,329",924,,,,,,Tier 1 (Rail),,,  
70066,7R01-011,Heart of Iowa Regional Transit Agency,HIRTA,HIRTA,Full Reporter,Urban,Independent Public Agency or Authority of Transit Service,,,,6/30/2021,10/31/2021,2824 104Th St,,,Urbandale,IA,50322,,7,http://www.ridehirta.com,1812,EY6CSJBGGM25," 4,771 ","314,038",445,"Ames, IA",," 60,438 ","2,602",23,19,,19,,,Tier II,,,  
70138,7R01-010,East Central Iowa Council of Governments,ECIT,,Reduced Reporter,Urban,"MPO, COG or Other Planning Agency",,,,9/30/2021,1/31/2022,700 16Th St Ne Ste 301,Suite 301,,Cedar Rapids,IA,52402,4665,7,http://www.ecicog.org,1812,JLNQRNUKXJQ3, 26 ,"74,950",290,"Iowa City, IA",," 106,621 ","2,339",46,,67,67,,,Tier II,,,  
70271,,"Kansas City, City of Missouri",KCMO,Kansas City Streetcar,Full Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,4/30/2021,10/31/2021,414 E 12Th St,"20th Floor, City Hall",,Kansas City,MO,64106,2702,7,www.kcmo.gov/streetcar,7207,JY2DYJXPQW56, 2 ,"11,953",31,"Kansas City, MO-KS",," 1,519,417 ","2,242",678,,3,3,,,Tier I (Rail),,,  
70273,,Sac and Fox Nation of Missouri,,,Reduced Reporter,Tribe,Tribe,,,,9/30/2021,1/31/2022,305 N Main St,,,Reserve,KS,66434,8122,7,,6815,JS15FQA9WDS8,,,0,Kansas Non-UZA,"Sac and Fox Nation Reservation and Off-Reservation Trust Land, NE--KS", -   ,0,0,2,,2,,,Tier II,,,  
70274,,City of Grand Island,,,Planning Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,9/30/2021,1/31/2022,100 E 1St St,,1968,Grand Island,NE,68801,6023,7,https://www.grand-island.com/departments/public-works/transit,7294,TFRZHNGNBF43,,,496,"Grand Island, NE",," 50,440 ","1,793",28,,,,,,N/A,,,  
70275,,Nebraska Department of Transportation ,NDOT,,Full Reporter,Urban,State Government Unit or Department of Transportation,,,,6/30/2021,10/31/2021,1500 Hwy 2,,94759,Lincoln,NE,68509,5480,7,nebraskatransit.com,1815,NUSELTALU9E7, 252 ,"777,341",58,"Omaha, NE-IA",," 725,008 ","2,673",271,,48,48,,,Tier II,,,  
70277,,Linn County,LIFTS,,Reduced Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,6/30/2021,10/31/2021,935 2Nd St Sw,,,Cedar Rapids,IA,52404,2164,7,https://www.linncounty.org/142/1713/LIFTS,1812,TQ9YTRHJ1JW1, 725 ,"230,299",193,"Cedar Rapids, IA",," 177,844 ","2,131",83,15,,15,,,Tier II,,,  
