NTD ID,Agency Name,Reporter Type,Reporting Module,Mode,TOS,Bio-Diesel,Bunker Fuel,C Natural Gas,Diesel Fuel,Electric Battery,Electric Propulsion,Ethanol,Gasoline,Hydrogen,Kerosene,Liquified Nat Gas,Liquified Petroleum Gas,Other Fuel,Other Fuel Description
50157,Butler County Regional Transit Authority,Full Reporter,Urban,DR,DO,,,,,,,,"44,027",,,,,,
50157,Butler County Regional Transit Authority,Full Reporter,Urban,MB,DO,0,,,"63,350",,,,"37,661",,,,,,
50158,University of Michigan Parking and Transportation Services,Full Reporter,Urban,MB,DO,0,,,"312,706",,,,,,,,,,
50159,River Valley Metro Mass Transit District,Full Reporter,Urban,CB,PT,0,,,"23,778",,,,"16,625",,,,,,
50159,River Valley Metro Mass Transit District,Full Reporter,Urban,DR,PT,0,,,0,,,,"17,131",,,,,,
50159,River Valley Metro Mass Transit District,Full Reporter,Urban,MB,PT,0,,,"159,685",,,,"52,656",,,,,,
50160,County of Washington,Full Reporter,Urban,CB,PT,0,,,"71,341",,,,,,,,,,
50160,County of Washington,Full Reporter,Urban,DR,PT,,,,,,,,"108,493",,,,,,
50161,Ozaukee County ,Full Reporter,Urban,CB,PT,0,,,"56,503",,,,,,,,,,
50161,Ozaukee County ,Full Reporter,Urban,DR,PT,,,,,,,,"80,465",,,,,,
50163,"Licking County, Ohio",Full Reporter,Urban,DR,DO,0,,,"3,810",,,,"160,359",,,,,,
50165,Greene County Transit Board,Full Reporter,Urban,DR,PT,,,,,,,,"133,107",,,,,,
50169,"Miami County, Ohio ",Full Reporter,Urban,DR,PT,,,,,,,,"62,598",,,,,,
50176,City of DeKalb,Full Reporter,Urban,MB,PT,0,,,"71,923",,,,114,,,,,,
50182,"Pace-Suburban Bus Division, ADA Paratransit Services",Full Reporter,Urban,DR,PT,0,,,"18,151",,,,"3,220,950",,,,,,
50184,Macatawa Area Express Transportation Authority,Full Reporter,Urban,DR,DO,0,,,"28,721",,,,"52,386",,,,,,
50184,Macatawa Area Express Transportation Authority,Full Reporter,Urban,MB,DO,0,,,"28,152",,,,"51,348",,,,,,
50191,Mid-Ohio Regional Planning Commission,Full Reporter,Urban,VP,PT,,,,,,,,"35,413",,,,,,
50193,Enterprise Rideshare - Michigan,Full Reporter,Urban,VP,DO,,,,,,,,"440,691",,,,,,
50198,Medina County Public Transit,Full Reporter,Urban,DR,DO,0,,,"16,110",,,,"17,631",,,,,,
50198,Medina County Public Transit,Full Reporter,Urban,MB,DO,0,,,"22,512",,,,"3,009",,,,,,
50199,Delaware County Transit Board,Full Reporter,Urban,DR,DO,0,,,868,,,,"31,807",,,,,,
50199,Delaware County Transit Board,Full Reporter,Urban,MB,DO,0,,,904,,,,"33,105",,,,,,
50204,Jackson County Mass Transit District,Full Reporter,Urban,MB,DO,,,,,,,,"58,462",,,,,,
50209,Central Indiana Regional Transportation Authority ,Full Reporter,Urban,CB,PT,,,,,,,,"21,954",,,,,,
50209,Central Indiana Regional Transportation Authority ,Full Reporter,Urban,VP,PT,,,,,,,,"26,878",,,,,,
50211,Rides Mass Transit District,Full Reporter,Urban,MB,DO,"27,806",,,"224,972",,,"45,161","406,449",,,,,,
50213,M-1 Rail,Full Reporter,Urban,SR,PT,,,,,,"2,454,247",,,,,,,,
50342,LINK Hendricks County,Full Reporter,Urban,DR,DO,,,,,,,,"47,541",,,,,,
50515,University of Minnesota Transit,Full Reporter,Urban,DR,DO,,,,,,,,"3,822",,,,,,
50515,University of Minnesota Transit,Full Reporter,Urban,MB,PT,0,,,"137,606",,,,"16,714",,,,,,
50516,City of Plymouth,Full Reporter,Urban,DR,PT,0,,,"4,695",,,,"38,416",,,,,,
50516,City of Plymouth,Full Reporter,Urban,MB,PT,0,,,"183,263",,,,"12,674",,,,,,
50517,City of Maple Grove,Full Reporter,Urban,DR,PT,,,,,,,,"30,136",,,,,,
50517,City of Maple Grove,Full Reporter,Urban,MB,PT,0,,,"2,695",,,,,,,,,,
50518,SouthWest Transit,Full Reporter,Urban,DR,PT,0,,,"19,937",,,,"48,951",,,,,,
50518,SouthWest Transit,Full Reporter,Urban,MB,PT,0,,,"339,315",,,,,,,,,,
50519,Minnesota Valley Transit Authority,Full Reporter,Urban,MB,PT,"983,110",,,0,,,,"24,599",,,,,,
50521,Chicago Water Taxi (Wendella),Full Reporter,Urban,FB,DO,0,,,"31,953",,,,,,,,,,
50522,Lake Erie Transportation Commission,Full Reporter,Urban,DR,DO,0,,,"75,350",,,,,,,,,,
50522,Lake Erie Transportation Commission,Full Reporter,Urban,MB,DO,0,,,"66,674",,,,,,,,,,
55312,City of Milwaukee,Full Reporter,Urban,SR,PT,,,,,,"1,001,206",,,,,,,,
60006,City of El Paso,Full Reporter,Urban,DR,PT,,,"536,485",,,,,,,,,,,
60006,City of El Paso,Full Reporter,Urban,MB,DO,,,"2,349,071",,,,,,,,,,,
60006,City of El Paso,Full Reporter,Urban,SR,DO,,,,,,"373,184",,,,,,,,
60007,Fort Worth Transportation Authority,Full Reporter,Urban,CR,PT,0,,,"339,074",,,,,,,,,,
60007,Fort Worth Transportation Authority,Full Reporter,Urban,DR,DO,,,"387,619",,,,,,,,,,,
60007,Fort Worth Transportation Authority,Full Reporter,Urban,DR,PT,,,,,,,,"221,284",,,,,,
60007,Fort Worth Transportation Authority,Full Reporter,Urban,MB,DO,,,"2,216,684",,"62,822",,,,,,,,,
60007,Fort Worth Transportation Authority,Full Reporter,Urban,MB,PT,,,,,,,,"15,989",,,,,,
60007,Fort Worth Transportation Authority,Full Reporter,Urban,VP,PT,,,,,,,,"112,032",,,,,,
60008,"Metropolitan Transit Authority of Harris County, Texas ",Full Reporter,Urban,CB,DO,0,,,"2,145,915",,,,,,,,,,
60008,"Metropolitan Transit Authority of Harris County, Texas ",Full Reporter,Urban,CB,PT,0,,,"534,738",,,,,,,,,,
60008,"Metropolitan Transit Authority of Harris County, Texas ",Full Reporter,Urban,DR,PT,,,,,,,,"2,319,565",,,,,,
60008,"Metropolitan Transit Authority of Harris County, Texas ",Full Reporter,Urban,LR,DO,,,,,,"22,340,810",,,,,,,,
60008,"Metropolitan Transit Authority of Harris County, Texas ",Full Reporter,Urban,MB,DO,0,,"1,195,082","6,866,759",,,,"227,464",,,,,,
60008,"Metropolitan Transit Authority of Harris County, Texas ",Full Reporter,Urban,MB,PT,0,,,"1,412,549",,,,,,,,,,
60008,"Metropolitan Transit Authority of Harris County, Texas ",Full Reporter,Urban,VP,DO,,,,,,,,"551,395",,,,,,
60009,"Laredo Transit Management, Inc.",Full Reporter,Urban,DR,DO,0,,,"19,710",,,,"25,973",,,,,,
60009,"Laredo Transit Management, Inc.",Full Reporter,Urban,MB,DO,0,,"275,599","300,296",,,,,,,,,,
60010,City of Lubbock,Full Reporter,Urban,DR,DO,0,,,970,,,,"109,989",,,,,,
60010,City of Lubbock,Full Reporter,Urban,MB,DO,0,,,"476,883","11,400",,,,,,,,,
60011,VIA Metropolitan Transit,Full Reporter,Urban,DR,DO,,,,,,,,"82,804",,,,"793,917",,
60011,VIA Metropolitan Transit,Full Reporter,Urban,DR,PT,,,,,,,,"564,054",,,,,,
60011,VIA Metropolitan Transit,Full Reporter,Urban,MB,DO,0,,"5,583,821","1,407,091","8,216",,,,,,,"80,058",,
60011,VIA Metropolitan Transit,Full Reporter,Urban,VP,PT,,,,,,,,"286,771",,,,,,
60012,City of Waco,Full Reporter,Urban,DR,DO,0,,,"62,751",,,,"11,279",,,,,,
60012,City of Waco,Full Reporter,Urban,MB,DO,0,,,"169,025",,,,,,,,,,
60014,City of Brownsville ,Full Reporter,Urban,DR,DO,,,,,,,,"32,300",,,,,,
60014,City of Brownsville ,Full Reporter,Urban,MB,DO,0,,,"222,508",,,,"3,726",,,,,,
60016,City of Beaumont,Full Reporter,Urban,DR,PT,0,,"3,897","30,559",,,,,,,,,,
60016,City of Beaumont,Full Reporter,Urban,MB,PT,,,"247,331",,,,,,,,,,,
60017,Central Oklahoma Transportation and Parking Authority,Full Reporter,Urban,DR,DO,0,,,"74,675",,,,,,,,,,
60017,Central Oklahoma Transportation and Parking Authority,Full Reporter,Urban,FB,PT,0,,,"3,380",,,,,,,,,,
60017,Central Oklahoma Transportation and Parking Authority,Full Reporter,Urban,MB,DO,0,,"312,761","458,029",,,,,,,,,,
60017,Central Oklahoma Transportation and Parking Authority,Full Reporter,Urban,SR,PT,,,,,,"1,128,441",,,,,,,,
60017,Central Oklahoma Transportation and Parking Authority,Full Reporter,Urban,VP,PT,,,,,,,,"1,477",,,,,,
60018,Metropolitan Tulsa Transit Authority,Full Reporter,Urban,DR,PT,,,"204,680",,,,,"13,801",,,,,,
60018,Metropolitan Tulsa Transit Authority,Full Reporter,Urban,MB,DO,0,,"295,670","217,874",,,,,,,,,,
60018,Metropolitan Tulsa Transit Authority,Full Reporter,Urban,MB,PT,,,"44,305",,,,,,,,,,,
60019,City of Albuquerque,Full Reporter,Urban,DR,DO,,,,,,,,"354,042",,,,,,
60019,City of Albuquerque,Full Reporter,Urban,MB,DO,0,,"398,541","1,269,741",,,,,,,,,,
60022,Capital Area Transit System,Full Reporter,Urban,DR,PT,0,,,"2,947",,,,"118,811",,,,,,
60022,Capital Area Transit System,Full Reporter,Urban,MB,DO,0,,,"738,908","52,600",,,,,,,,,
60024,City of Shreveport,Full Reporter,Urban,DR,DO,,,"7,930",,,,,"63,789",,,,,,
60024,City of Shreveport,Full Reporter,Urban,MB,DO,0,,"372,797","8,181","281,599",,,"145,330",,,,,,
60032,New Orleans Regional Transit Authority,Full Reporter,Urban,DR,PT,916,,,0,,,,"219,239",,,,,,
60032,New Orleans Regional Transit Authority,Full Reporter,Urban,FB,PT,0,,,"224,149",,,,,,,,,,
60032,New Orleans Regional Transit Authority,Full Reporter,Urban,MB,PT,"1,881,200",,,0,,,,,,,,,,
60032,New Orleans Regional Transit Authority,Full Reporter,Urban,SR,PT,,,,,,"4,570,080",,,,,,,,
60033,Rock Region Metropolitan Transit Authority,Full Reporter,Urban,DR,DO,0,,,771,,,,"118,622",,,,,,
60033,Rock Region Metropolitan Transit Authority,Full Reporter,Urban,DR,PT,,,,,,,,"3,992",,,,,,
60033,Rock Region Metropolitan Transit Authority,Full Reporter,Urban,MB,DO,0,,"278,781","367,120",,,,,,,,,,
60033,Rock Region Metropolitan Transit Authority,Full Reporter,Urban,SR,DO,,,,,,"416,020",,,,,,,,
60038,Lafayette City-Parish Consolidated Government,Full Reporter,Urban,DR,PT,,,,,,,,"23,460",,,,,,
60038,Lafayette City-Parish Consolidated Government,Full Reporter,Urban,MB,DO,0,,"161,183","86,535",,,,,,,,,,
60041,City of Arlington,Full Reporter,Urban,DR,DO,0,,,"25,106",,,,"18,615",,,,,,
60048,Capital Metropolitan Transportation Authority,Full Reporter,Urban,CB,PT,0,,,"396,585",,,,,,,,,,
60048,Capital Metropolitan Transportation Authority,Full Reporter,Urban,DR,PT,0,,,"295,541",,,,"397,261",,,,,,
60048,Capital Metropolitan Transportation Authority,Full Reporter,Urban,MB,PT,0,,,"5,025,180",,,,"137,592",,,,,,
60048,Capital Metropolitan Transportation Authority,Full Reporter,Urban,VP,PT,,,,,,,,"225,467",,,,,,
60048,Capital Metropolitan Transportation Authority,Full Reporter,Urban,YR,PT,0,,,"251,474",,,,,,,,,,
60051,Corpus Christi Regional Transportation Authority,Full Reporter,Urban,DR,DO,0,,,"2,268",,,,"5,839",,,,,,
60051,Corpus Christi Regional Transportation Authority,Full Reporter,Urban,DR,PT,,,"213,597",,,,,,,,,,,
60051,Corpus Christi Regional Transportation Authority,Full Reporter,Urban,MB,DO,0,,"692,134","163,239",,,,,,,,,,
60051,Corpus Christi Regional Transportation Authority,Full Reporter,Urban,MB,PT,,,"120,298",,,,,,,,,,,
60051,Corpus Christi Regional Transportation Authority,Full Reporter,Urban,VP,PT,,,,,,,,"21,479",,,,,,
60056,Dallas Area Rapid Transit,Full Reporter,Urban,CR,PT,0,,,"1,387,932",,,,,,,,,,
60056,Dallas Area Rapid Transit,Full Reporter,Urban,DR,PT,0,,"501,127",0,,,,"91,203",,,,,,
60056,Dallas Area Rapid Transit,Full Reporter,Urban,LR,DO,,,,,,"123,434,898",,,,,,,,
60056,Dallas Area Rapid Transit,Full Reporter,Urban,MB,DO,,,"8,913,997",,"274,993",,,,,,,,,
60056,Dallas Area Rapid Transit,Full Reporter,Urban,SR,DO,,,,,,"697,200",,,,,,,,
60056,Dallas Area Rapid Transit,Full Reporter,Urban,VP,PT,,,,,,,,"198,144",,,,,,
60059,Brazos Transit District,Full Reporter,Urban,DR,DO,,,,,,,,"145,462",,,,,,
60059,Brazos Transit District,Full Reporter,Urban,MB,DO,0,,,"95,316",,,,"60,111",,,,,,
60077,City of Santa Fe,Full Reporter,Urban,DR,DO,,,"25,900",,,,,"5,475",,,,,,
60077,City of Santa Fe,Full Reporter,Urban,MB,DO,0,,"220,385","2,513",,,,,,,,,,
60088,Jefferson Parish,Full Reporter,Urban,DR,PT,,,,,,,,"2,856",,,,"109,045",,
60088,Jefferson Parish,Full Reporter,Urban,MB,PT,"399,076",,,0,,,,,,,,,,
60090,Lower Rio Grande Valley Development Council,Full Reporter,Urban,DR,DO,0,,,"8,525",,,,"3,760",,,,,,
60090,Lower Rio Grande Valley Development Council,Full Reporter,Urban,MB,DO,0,,,"205,008",,,,"63,959",,,,,,
60091,Hill Country Transit District,Full Reporter,Urban,DR,DO,0,,,"83,996",,,,"113,293",,,,,,
60091,Hill Country Transit District,Full Reporter,Urban,MB,DO,0,,,"108,071",,,,"1,939",,,,,,
60101,Denton County Transportation Authority,Full Reporter,Urban,DR,DO,,,,,,,,"70,611",,,,,,
60101,Denton County Transportation Authority,Full Reporter,Urban,MB,DO,0,,"32,487","252,820",,,,"83,393",,,,,,
60101,Denton County Transportation Authority,Full Reporter,Urban,VP,PT,,,,,,,,"45,838",,,,,,
60101,Denton County Transportation Authority,Full Reporter,Urban,YR,PT,0,,,"239,861",,,,,,,,,,
60102,Concho Valley Transit District,Full Reporter,Urban,DR,DO,0,,,41,,,,"123,537",,,,,,
60102,Concho Valley Transit District,Full Reporter,Urban,MB,DO,0,,,"9,490",,,,"44,195",,,,,,
60103,"Fort Bend County, Texas",Full Reporter,Urban,CB,PT,0,,,"110,100",,,,,,,,,,
60103,"Fort Bend County, Texas",Full Reporter,Urban,DR,PT,0,,,"27,306",,,,"156,122",,,,,,
60103,"Fort Bend County, Texas",Full Reporter,Urban,MB,PT,0,,,"1,073",,,,"6,137",,,,,,
60107,"Texoma Area Paratransit System, Inc",Full Reporter,Urban,DR,PT,,,,,,,,"71,513",,,,,,
60111,Rio Metro Regional Transit District,Full Reporter,Urban,CB,DO,,,,,,,,"10,892",,,,,,
60111,Rio Metro Regional Transit District,Full Reporter,Urban,CB,PT,0,,,"41,544",,,,,,,,,,
60111,Rio Metro Regional Transit District,Full Reporter,Urban,CR,PT,0,,,"982,002",,,,,,,,,,
60111,Rio Metro Regional Transit District,Full Reporter,Urban,DR,DO,,,,,,,,"76,337",,,,,,
60111,Rio Metro Regional Transit District,Full Reporter,Urban,MB,DO,,,,,,,,"5,536",,,,,,
60114,STAR Transit,Full Reporter,Urban,DR,DO,,,,,,,,"179,857",,,,,,
60114,STAR Transit,Full Reporter,Urban,MB,DO,,,,,,,,"71,692",,,,,,
60127,Plaquemines Parish Government,Full Reporter,Urban,DR,DO,,,,,,,,"14,972",,,,,,
60127,Plaquemines Parish Government,Full Reporter,Urban,FB,DO,0,,,"237,000",,,,,,,,,,
60130,Alamo Area Council of Governments,Full Reporter,Urban,DR,DO,0,,,433,,,,"198,466",,,,,,
60133,McKinney Avenue Transit Authority,Full Reporter,Urban,SR,DO,,,,,,"288,036",,,,,,,,
60134,The Woodlands Township,Full Reporter,Urban,CB,PT,0,,,"248,542",,,,,,,,,,
60134,The Woodlands Township,Full Reporter,Urban,MB,PT,,,,,,,,,,,,"32,780",,
60269,Texas State University,Full Reporter,Urban,MB,PT,0,,,"219,831",,,,,,,,,,
66339,New Mexico Department of Transportation,Full Reporter,Urban,VP,PT,,,,,,,,"40,189",,,,,,
70001,City of Lincoln,Full Reporter,Urban,DR,DO,,,"40,912",,,,,"6,467",,,,,,
70001,City of Lincoln,Full Reporter,Urban,MB,DO,0,,"183,195","261,911",,,,,,,,,,
70002,Transit Authority of Omaha,Full Reporter,Urban,DR,DO,,,"36,578",,,,,"73,939",,,,,,
70002,Transit Authority of Omaha,Full Reporter,Urban,MB,DO,0,,"137,311","687,884",,,,,,,,,,
70003,City of Springfield,Full Reporter,Urban,DR,DO,,,,,,,,"24,129",,,,,,
70003,City of Springfield,Full Reporter,Urban,MB,DO,0,,,"227,929",,,,,,,,,,
70005,Kansas City Area Transportation Authority,Full Reporter,Urban,DR,DO,,,"58,013",,,,,"38,081",,,,,,
70005,Kansas City Area Transportation Authority,Full Reporter,Urban,DR,PT,,,,,,,,"242,593",,,,0,,
70005,Kansas City Area Transportation Authority,Full Reporter,Urban,MB,DO,0,,"1,401,646","1,013,109",,,,"38,081",,,,,,
70005,Kansas City Area Transportation Authority,Full Reporter,Urban,RB,DO,0,,"118,197","59,098",,,,,,,,,,
70005,Kansas City Area Transportation Authority,Full Reporter,Urban,VP,PT,,,,,,,,"27,364",,,,,,
70006,Bi-State Development Agency of the Missouri-Illinois Metropolitan District,Full Reporter,Urban,DR,DO,0,,,"721,144",,,,,,,,,,
70006,Bi-State Development Agency of the Missouri-Illinois Metropolitan District,Full Reporter,Urban,LR,DO,,,,,,"38,508,705",,,,,,,,
70006,Bi-State Development Agency of the Missouri-Illinois Metropolitan District,Full Reporter,Urban,MB,DO,0,,,"4,547,005",,,,,,,,,,
70008,City of Cedar Rapids,Full Reporter,Urban,DR,PT,0,,,"14,825",,,,"27,759",,,,,,
70008,City of Cedar Rapids,Full Reporter,Urban,MB,DO,0,,,"242,623",,,,,,,,,,
70010,Des Moines Area Regional Transit Authority,Full Reporter,Urban,DR,DO,0,,,"88,216",,,,"24,685",,,,,,
70010,Des Moines Area Regional Transit Authority,Full Reporter,Urban,MB,DO,0,,,"793,831",,,,"4,389",,,,,,
70010,Des Moines Area Regional Transit Authority,Full Reporter,Urban,VP,DO,,,,,,,,"120,298",,,,,,
70012,City of Sioux City,Full Reporter,Urban,DR,PT,0,,,179,,,,"32,451",,,,,,
70012,City of Sioux City,Full Reporter,Urban,MB,DO,0,,,"143,674",,,,,,,,,,
70014,Topeka Metropolitan Transit Authority,Full Reporter,Urban,DR,DO,,,,,,,,"28,147",,,,,,
70014,Topeka Metropolitan Transit Authority,Full Reporter,Urban,MB,DO,0,,,"194,123",,,,,,,,,,
70015,City of Wichita ,Full Reporter,Urban,DR,DO,,,,,,,,"106,135",,,,,,
70015,City of Wichita ,Full Reporter,Urban,MB,DO,0,,,"354,469",,,,,,,,,,
70016,City of Columbia,Full Reporter,Urban,DR,DO,"28,870",,"13,380",0,,,,"6,377",,,,,,
70016,City of Columbia,Full Reporter,Urban,MB,DO,"149,374",,"17,414",0,"100,902",,,,,,,,,
70018,City of Iowa City,Full Reporter,Urban,DR,PT,0,,,"11,878",,,,"81,571",,,,,,
70018,City of Iowa City,Full Reporter,Urban,MB,DO,0,,,"179,847",,,,,,,,,,
70019,University of Iowa,Full Reporter,Urban,DR,DO,0,,,"11,463",,,,,,,,,,
70019,University of Iowa,Full Reporter,Urban,MB,DO,0,,,"198,569",,,,,,,,,,
70030,City of Coralville,Full Reporter,Urban,DR,PT,0,,,"3,283",,,,"7,647",,,,,,
70030,City of Coralville,Full Reporter,Urban,MB,DO,0,,,"51,495",,,,,,,,,,
70035,Johnson County Kansas,Full Reporter,Urban,CB,PT,0,,,"115,247",,,,,,,,,,
70035,Johnson County Kansas,Full Reporter,Urban,DR,PT,0,,"14,253","2,781",,,,"55,749",,,,,,
70035,Johnson County Kansas,Full Reporter,Urban,MB,PT,0,,"69,212","253,543",,,,"11,473",,,,,,
70041,Ames Transit Agency,Full Reporter,Urban,DR,PT,0,,,"5,656",,,,"1,218",,,,,,
70041,Ames Transit Agency,Full Reporter,Urban,MB,DO,"11,708",,,"325,678",,,,"19,296",,,,,,
70041,Ames Transit Agency,Full Reporter,Urban,MB,PT,0,,,"5,677",,,,,,,,,,
70044,University of Kansas,Full Reporter,Urban,MB,PT,"74,135",,,"62,151",,,,,,,,,,
70048,City of Lawrence,Full Reporter,Urban,DR,PT,,,,,,,,"85,553",,,,,,
70048,City of Lawrence,Full Reporter,Urban,MB,PT,0,,,"114,274",,,,"78,883",,,,,,
70049,River Bend Transit,Full Reporter,Urban,DR,DO,,,,,,,,"106,712",,,,,,
70049,River Bend Transit,Full Reporter,Urban,DR,PT,,,,,,,,"46,189",,,,,,
70049,River Bend Transit,Full Reporter,Urban,MB,PT,,,,,,,,"6,371",,,,,,
70271,"Kansas City, City of Missouri",Full Reporter,Urban,SR,PT,,,,,,"964,555",,,,,,,,
80001,Utah Transit Authority,Full Reporter,Urban,CB,DO,0,,,"290,430",,,,,,,,,,
80001,Utah Transit Authority,Full Reporter,Urban,CR,DO,0,,,"2,555,529",,,,,,,,,,
80001,Utah Transit Authority,Full Reporter,Urban,DR,DO,0,,,"58,252",,,,"257,928",,,,,,
80001,Utah Transit Authority,Full Reporter,Urban,DR,PT,0,,,"7,340",,,,"117,983",,,,,,
80001,Utah Transit Authority,Full Reporter,Urban,LR,DO,,,,,,"40,564,951",,,,,,,,
80001,Utah Transit Authority,Full Reporter,Urban,MB,DO,0,,"467,131","3,277,371","35,230",,,"112,004",,,,,,
80001,Utah Transit Authority,Full Reporter,Urban,MB,PT,0,,,284,,,,"26,302",,,,,,
80001,Utah Transit Authority,Full Reporter,Urban,VP,DO,,,,,,,,"344,855",,,,,,
80002,Su Tran LLC dba: Sioux Area Metro,Full Reporter,Urban,DR,DO,0,,,"66,492",,,,,,,,,,
80002,Su Tran LLC dba: Sioux Area Metro,Full Reporter,Urban,MB,DO,0,,,"146,713",,,,,,,,,,
80003,City of Fargo,Full Reporter,Urban,DR,PT,,,,,,,,"47,769",,,,,,
80003,City of Fargo,Full Reporter,Urban,MB,PT,0,,,"218,532",,,,"3,432",,,,,,
80004,City of Billings,Full Reporter,Urban,DR,DO,,,,,,,,"30,995",,,,,,
80004,City of Billings,Full Reporter,Urban,MB,DO,0,,,"127,919",,,,,,,,,,
80005,City of Colorado Springs,Full Reporter,Urban,DR,PT,0,,,0,,,,"135,701",,,,,,
80005,City of Colorado Springs,Full Reporter,Urban,MB,PT,0,,,"551,019",,,,,,,,,,
80005,City of Colorado Springs,Full Reporter,Urban,VP,DO,,,,,,,,"28,091",,,,,,
80006,Denver Regional Transportation District,Full Reporter,Urban,CR,PT,,,,,,"40,059,292",,,,,,,,
80006,Denver Regional Transportation District,Full Reporter,Urban,DR,PT,,,,,,,,"1,678,627",,,,,,
80006,Denver Regional Transportation District,Full Reporter,Urban,LR,DO,,,,,,"76,829,593",,,,,,,,
80006,Denver Regional Transportation District,Full Reporter,Urban,MB,DO,0,,,"5,163,061","1,483,163",,,,,,,,,
80006,Denver Regional Transportation District,Full Reporter,Urban,MB,PT,0,,,"3,824,979","15,415",,,,,,,,,
80007,City of Pueblo,Full Reporter,Urban,DR,PT,,,,,,,,"23,790",,,,,,
80007,City of Pueblo,Full Reporter,Urban,MB,DO,0,,,"127,849",,,,,,,,,,
80008,Cities Area Transit,Full Reporter,Urban,DR,PT,,,,,,,,"24,497",,,,,,
80008,Cities Area Transit,Full Reporter,Urban,MB,DO,0,,,"48,821",,,,"15,815",,,,,,
80009,Missoula Urban Transportation District,Full Reporter,Urban,DR,DO,0,,,"8,883",,,,"13,237",,,,,,
80009,Missoula Urban Transportation District,Full Reporter,Urban,MB,DO,0,,,"162,178",,,,,,,,,,
80011,City of Fort Collins,Full Reporter,Urban,DR,PT,,,,,,,,"5,135",,,,,,
80011,City of Fort Collins,Full Reporter,Urban,MB,DO,"34,580",,"352,336",0,,,,,,,,,,
80011,City of Fort Collins,Full Reporter,Urban,MB,PT,0,,,"5,517",,,,,,,,,,
80011,City of Fort Collins,Full Reporter,Urban,RB,DO,,,"124,463",,,,,,,,,,,
80012,Great Falls Transit District,Full Reporter,Urban,DR,DO,,,,,,,,"14,640",,,,,,
80012,Great Falls Transit District,Full Reporter,Urban,MB,DO,0,,,"95,586",,,,,,,,,,
80025,"City of Loveland, Colorado",Full Reporter,Urban,MB,DO,0,,,"21,375",,,,"22,424",,,,,,
80028,Cache Valley Transit District,Full Reporter,Urban,DR,DO,,,,,,,,"22,577",,,,,,
80028,Cache Valley Transit District,Full Reporter,Urban,MB,DO,0,,,"172,817",,,,,,,,,,
80106,North Front Range Transportation and Air Quality Planning Council,Full Reporter,Urban,VP,DO,,,,,,,,"46,291",,,,,,
80107,University of Montana,Full Reporter,Urban,MB,DO,0,,,"15,609","76,041",,,,,,,,,
80109,Enterprise - Denver,Full Reporter,Urban,VP,DO,,,,,,,,"69,167",,,,,,
90001,Regional Transportation Commission of Washoe County,Full Reporter,Urban,CB,PT,"12,822",,,0,"179,000",,,,,,,,,
90001,Regional Transportation Commission of Washoe County,Full Reporter,Urban,DR,PT,,,"205,789",,,,,"23,444",,,,,,
90001,Regional Transportation Commission of Washoe County,Full Reporter,Urban,MB,PT,"646,231",,,0,"7,610,762",,,,,,,,,
90001,Regional Transportation Commission of Washoe County,Full Reporter,Urban,VP,PT,,,,,,,,"160,794",,,,,,
90002,City and County of Honolulu,Full Reporter,Urban,DR,PT,0,,,"29,392",,,,"1,242,872",,,,,,
90002,City and County of Honolulu,Full Reporter,Urban,MB,PT,0,,,"5,320,530",,,,"7,624",,,,,,
90002,City and County of Honolulu,Full Reporter,Urban,VP,PT,,,,,,,,"19,930",,,,,,
90003,San Francisco Bay Area Rapid Transit District,Full Reporter,Urban,HR,DO,,,,,,"320,350,036",,,,,,,,
90003,San Francisco Bay Area Rapid Transit District,Full Reporter,Urban,MG,PT,,,,,,"7,202,399",,,,,,,,
90003,San Francisco Bay Area Rapid Transit District,Full Reporter,Urban,YR,DO,"365,130",,,0,,,,,,,,,,
90004,Golden Empire Transit District,Full Reporter,Urban,DR,DO,,,"134,458",,,,,,,,,,,
90004,Golden Empire Transit District,Full Reporter,Urban,MB,DO,,,"1,553,376",,,,,,,,,,,
90006,Santa Cruz Metropolitan Transit District,Full Reporter,Urban,CB,DO,0,,"158,052","2,240",,,,,,,,,,
90006,Santa Cruz Metropolitan Transit District,Full Reporter,Urban,DR,DO,,,,,,,,"71,515",,,,,,
90006,Santa Cruz Metropolitan Transit District,Full Reporter,Urban,MB,DO,0,,"538,280","138,917",,,,822,,,,,,
90007,City of Modesto ,Full Reporter,Urban,DR,PT,0,,,"45,479",,,,"11,344",,,,,,
90007,City of Modesto ,Full Reporter,Urban,MB,PT,0,,,"412,306",655,,,,,,,,,
90008,City of Santa Monica,Full Reporter,Urban,DR,PT,,,"3,379",,,,,0,,,,,,
90008,City of Santa Monica,Full Reporter,Urban,MB,DO,,,"1,811,173",,,,,,,,"263,672",,,
90009,San Mateo County Transit District,Full Reporter,Urban,DR,PT,0,,,"21,439",,,,"217,538",,,,,,
90009,San Mateo County Transit District,Full Reporter,Urban,MB,DO,0,,,"1,534,891",10,,,,,,,,,
90009,San Mateo County Transit District,Full Reporter,Urban,MB,PT,"6,365",,"1,630","710,248",,,,"51,770",,,,,,
90010,City of Torrance,Full Reporter,Urban,MB,DO,0,,"670,689",0,,,,"28,786",,,,,,
90012,San Joaquin Regional Transit District,Full Reporter,Urban,CB,PT,0,,,"124,908",,,,,,,,,,
90012,San Joaquin Regional Transit District,Full Reporter,Urban,DR,PT,0,,,"11,827",,,,"23,655",,,,,,
