Agency,City,State,Legacy NTD ID,NTD ID,Organization Type,Reporter Type,Primary UZA Population,Agency VOMS,Mode,TOS,Mode VOMS,Fuel/Energy Used:,Diesel (gal),Diesel (gal) Questionable,Gasoline (gal),Gasoline (gal) Questionable,Liquefied Petroleum Gas (gal equivalent),Liquefied Petroleum Gas (gal equivalent) Questionable,Compressed Natural Gas (gal equivalent),Compressed Natural Gas (gal equivalent) Questionable,Bio-Diesel (gal),Bio-Diesel (gal) Questionable,Other Fuel (gal/gal equivalent),Other Fuel (gal/gal equivalent) Questionable,Electric Propulsion (kwh),Electric Propulsion (kwh) Questionable,Electric Battery (kwh),Electric Battery (kwh) Questionable,Miles Traveled by Vehicles Fueled by:,Diesel,Diesel Questionable,Gasoline,Gasoline Questionable,Liquefied Petroleum Gas,Liquefied Petroleum Gas Questionable,Compressed Natural Gas,Compressed Natural Gas Questionable,Other Fuel,Other Fuel Questionable,Electric Propulsion,Electric Propulsion Questionable,Electric Battery,Electric Battery Questionable,Miles per Gallon/KwH:,Diesel (mpg),Diesel (mpg) Questionable,Gasoline (mpg),Gasoline (mpg) Questionable,Liquefied Petroleum Gas (mpg),Liquefied Petroleum Gas (mpg) Questionable,Compressed Natural Gas (mpg),Compressed Natural Gas (mpg) Questionable,Other Fuel (mpg),Other Fuel (mpg) Questionable,Electric Propulsion (mi/kwh),Electric Propulsion (mi/kwh) Questionable,Electric Battery (mi/kwh),Electric Battery (mi/kwh) Questionable,Any data questionable?,,,1
"Altoona Metro Transit, dba: AMTRAN",Altoona,PA,3011,30011,Independent Public Agency or Authority of Transit Service,Full Reporter,"79,930",34,MB, DO , 21 ,,"38,297",,0,,0,,"194,595",,0,,0,,0,,0,,,"86,211",,0,,0,,"464,550",,0,,0,,0,,,2.25,,,,,,,,,,,,,,No,,,
Williamsburg Area Transit Authority,Williamsburg,VA,3076,30076,Independent Public Agency or Authority of Transit Service,Full Reporter,"75,689",34,MB, DO , 20 ,,"183,719",,"2,994",,0,,0,,0,,0,,0,,0,,,"1,034,934",,"21,856",,0,,0,,0,,0,,0,,,5.63,,7.30,,,,,,,,,,,,No,,,
Beaver County Transit Authority,Rochester,PA,3023,30023,Independent Public Agency or Authority of Transit Service,Full Reporter,"1,733,853",34,MB, DO , 18 ,,"74,296",,"4,397",,0,,"169,471",,0,,0,,0,,0,,,"253,525",,"33,212",,0,,"683,852",,0,,0,,0,,,3.41,,7.55,,,,,,,,,,,,No,,,
Beaver County Transit Authority,Rochester,PA,3023,30023,Independent Public Agency or Authority of Transit Service,Full Reporter,"1,733,853",34,DR, DO , 16 ,,0,,"77,394",,0,,0,,0,,0,,0,,0,,,0,,"554,950",,0,,0,,0,,0,,0,,,,,7.17,,,,,,,,,,,,No,,,
Yuba-Sutter Transit Authority,Marysville,CA,9061,90061,Independent Public Agency or Authority of Transit Service,Full Reporter,"116,719",34,MB, PT , 14 ,,"142,056",,0,,0,,0,,0,,0,,0,,0,,,"910,876",,0,,0,,0,,0,,0,,0,,,6.41,,,,,,,,,,,,,,No,,,
"Altoona Metro Transit, dba: AMTRAN",Altoona,PA,3011,30011,Independent Public Agency or Authority of Transit Service,Full Reporter,"79,930",34,DR, PT , 12 ,,0,,"9,246",,0,,0,,0,,0,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,,,,0.00,,,,,,,,,,,,No,,,
Williamsburg Area Transit Authority,Williamsburg,VA,3076,30076,Independent Public Agency or Authority of Transit Service,Full Reporter,"75,689",34,MB, PT , 10 ,,0,,0,,0,,"76,355",,0,,0,,0,,0,,,0,,0,,0,,"203,247",,0,,0,,0,,,,,,,,,,,,,,,,,No,,,
Yuba-Sutter Transit Authority,Marysville,CA,9061,90061,Independent Public Agency or Authority of Transit Service,Full Reporter,"116,719",34,CB, PT , 10 ,,"101,648",,0,,0,,0,,0,,0,,0,,0,,,"495,805",,0,,0,,0,,0,,0,,0,,,4.88,,,,,,,,,,,,,,No,,,
Yuba-Sutter Transit Authority,Marysville,CA,9061,90061,Independent Public Agency or Authority of Transit Service,Full Reporter,"116,719",34,DR, PT , 10 ,,"44,906",,0,,0,,0,,0,,0,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,,0.00,,,,,,,,,,,,,,No,,,
"Altoona Metro Transit, dba: AMTRAN",Altoona,PA,3011,30011,Independent Public Agency or Authority of Transit Service,Full Reporter,"79,930",34,DR, DO , 1 ,,220,,0,,0,,0,,0,,0,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,,0.00,,,,,,,,,,,,,,No,,,
"Ozaukee County , dba: Ozaukee County Transit Services ",Port Washington,WI,5161,50161,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"1,376,476",33,CB, PT , 7 ,,"56,503",,0,,0,,0,,0,,0,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,,0.00,,,,,,,,,,,,,,No,,,
The Transportation Management Association Group,Franklin,TN,4178,40178,Private Provider Reporting on Behalf of a Public Entity,Full Reporter,"969,587",33,VP, DO , 33 ,,0,,"40,394",,0,,0,,0,,0,,0,,0,,,0,,"669,075",,0,,0,,0,,0,,0,,,,,16.56,,,,,,,,,,,,No,,,
"Knoxville-Knox County Community Action Committee, dba: Knox County CAC Transit",Knoxville,TN,4171,40171,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"558,696",33,DR, DO , 33 ,,0,,"193,701",,0,,0,,0,,0,,0,,0,,,0,,"1,561,406",,0,,0,,0,,0,,0,,,,,8.06,,,,,,,,,,,,No,,,
"Ozaukee County , dba: Ozaukee County Transit Services ",Port Washington,WI,5161,50161,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"1,376,476",33,DR, PT , 26 ,,0,,"80,465",,0,,0,,0,,0,,0,,0,,,0,,"1,128,349",,0,,0,,0,,0,,0,,,,,14.02,,,,,,,,,,,,No,,,
The Tri-State Transit Authority,Huntington,WV,3002,30002,Independent Public Agency or Authority of Transit Service,Full Reporter,"202,637",33,MB, DO , 23 ,,"198,390",,0,,0,,0,,0,,0,,0,,0,,,"925,634",,0,,0,,0,,0,,0,,0,,,4.67,,,,,,,,,,,,,,No,,,
"City of Pasadena, dba: Pasadena Transit",Pasadena,CA,,99424,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"12,150,996",33,MB, PT , 21 ,,0,,0,,0,,"262,257",,0,,0,,0,,0,,,0,,0,,0,,"866,447",,0,,0,,0,,,,,,,,,,,,,,,,,No,,,
"City of Pasadena, dba: Pasadena Transit",Pasadena,CA,,99424,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"12,150,996",33,DR, PT , 12 ,,0,,"32,147",,0,,0,,0,,0,,0,,0,,,0,,"288,134",,0,,0,,0,,0,,0,,,,,8.96,,,,,,,,,,,,No,,,
The Tri-State Transit Authority,Huntington,WV,3002,30002,Independent Public Agency or Authority of Transit Service,Full Reporter,"202,637",33,DR, DO , 10 ,,0,,"54,995",,0,,0,,0,,0,,0,,0,,,0,,"375,985",,0,,0,,0,,0,,0,,,,,6.84,,,,,,,,,,,,No,,,
"Spartanburg Regional Health Services, Inc.",Spartanburg,SC,,40244,State Government Unit or Department of Transportation,Full Reporter,"180,786",32,DR, DO , 32 ,,0,,"201,479",,"18,355",,0,,0,,0,,0,,0,,,0,,"279,881",,0,,0,,"429,045",,0,,0,,,,,1.39,,0.00,,,,,,,,,,No,,,
Monsey New Square Trails Corporation,Spring Valley,NY,2135,20135,Private-For-Profit Corporation,Full Reporter,"18,351,295",32,CB, DO , 32 ,,"345,365",,0,,0,,0,,0,,0,,0,,0,,,"1,183,927",,0,,0,,0,,0,,0,,0,,,3.43,,,,,,,,,,,,,,No,,,
"City of Green Bay, dba: Green Bay Metro",Green Bay,WI,5002,50002,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"206,520",32,MB, DO , 22 ,,"248,457",,0,,0,,0,,0,,0,,0,,0,,,"1,204,703",,0,,0,,0,,0,,0,,0,,,4.85,,,,,,,,,,,,,,No,,,
"Missoula Urban Transportation District, dba: Mountain Line",Missoula,MT,8009,80009,Independent Public Agency or Authority of Transit Service,Full Reporter,"82,157",32,MB, DO , 21 ,,"162,178",,0,,0,,0,,0,,0,,0,,0,,,"750,253",,0,,0,,0,,0,,0,,0,,,4.63,,,,,,,,,,,,,,No,,,
"City of Huntsville, Alabama, dba: Department of Parking & Public Transit",Huntsville,AL,4071,40071,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"286,692",32,DR, DO , 19 ,,0,,"81,420",,0,,0,,0,,0,,0,,0,,,0,,"593,201",,0,,0,,0,,0,,0,,,,,7.29,,,,,,,,,,,,No,,,
"City of Huntsville, Alabama, dba: Department of Parking & Public Transit",Huntsville,AL,4071,40071,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"286,692",32,MB, DO , 13 ,,"133,615",,0,,0,,0,,0,,0,,0,,0,,,"656,134",,0,,0,,0,,0,,0,,0,,,4.91,,,,,,,,,,,,,,No,,,
"Missoula Urban Transportation District, dba: Mountain Line",Missoula,MT,8009,80009,Independent Public Agency or Authority of Transit Service,Full Reporter,"82,157",32,DR, DO , 11 ,,"8,883",,"13,237",,0,,0,,0,,0,,0,,0,,,"53,779",,"161,779",,0,,0,,0,,0,,0,,,6.05,,12.22,,,,,,,,,,,,No,,,
"City of Green Bay, dba: Green Bay Metro",Green Bay,WI,5002,50002,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"206,520",32,DR, PT , 10 ,,0,,"35,601",,0,,0,,0,,0,,0,,0,,,0,,"306,052",,0,,0,,0,,0,,0,,,,,8.60,,,,,,,,,,,,No,,,
Greater Lynchburg Transit Company,Lynchburg,VA,3008,30008,Independent Public Agency or Authority of Transit Service,Full Reporter,"116,636",31,DR, DO , 7 ,,0,,"33,505",,0,,0,,0,,0,,0,,0,,,0,,"196,611",,0,,0,,0,,0,,0,,,,,5.87,,,,,,,,,,,,No,,,
City of Kokomo,Kokomo,IN,5145,50145,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"62,182",31,MB, DO , 5 ,,"28,873",,0,,0,,0,,0,,0,,0,,0,,,"165,296",,0,,0,,0,,0,,0,,0,,,5.72,,,,,,,,,,,,,,No,,,
"City of Williamsport, dba: River Valley Transit",Williamsport,PA,3026,30026,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"56,142",31,DR, PT , 4 ,,0,,"4,964",,0,,0,,0,,0,,0,,0,,,0,,"56,739",,0,,0,,0,,0,,0,,,,,11.43,,,,,,,,,,,,No,,,
"City of Williamsport, dba: River Valley Transit",Williamsport,PA,3026,30026,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"56,142",31,MB, DO , 26 ,,"63,312",,"1,942",,0,,"219,552",,0,,0,,0,,0,,,"227,962",,"7,033",,0,,"785,751",,0,,0,,0,,,3.60,,3.62,,,,,,,,,,,,No,,,
City of Kokomo,Kokomo,IN,5145,50145,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"62,182",31,DR, DO , 26 ,,"8,950",,"62,958",,0,,0,,0,,0,,0,,0,,,"71,190",,"433,084",,0,,0,,0,,0,,0,,,7.95,,6.88,,,,,,,,,,,,No,,,
Greater Lynchburg Transit Company,Lynchburg,VA,3008,30008,Independent Public Agency or Authority of Transit Service,Full Reporter,"116,636",31,MB, DO , 24 ,,"251,559",,0,,0,,0,,0,,0,,0,,0,,,"1,116,662",,0,,0,,0,,0,,0,,0,,,4.44,,,,,,,,,,,,,,No,,,
"City of Waco, dba: Waco Transit System, Inc.",Waco,TX,6012,60012,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"172,378",31,MB, DO , 17 ,,"169,025",,0,,0,,0,,0,,0,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,,0.00,,,,,,,,,,,,,,No,,,
"City of Waco, dba: Waco Transit System, Inc.",Waco,TX,6012,60012,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"172,378",31,DR, DO , 14 ,,"62,751",,"11,279",,0,,0,,0,,0,,0,,0,,,"1,693,553",,"522,650",,0,,0,,0,,0,,0,,,26.99,,46.34,,,,,,,,,,,,No,,,
"City of Williamsport, dba: River Valley Transit",Williamsport,PA,3026,30026,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"56,142",31,DR, DO , 1 ,,0,,18,,0,,0,,0,,0,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,,,,0.00,,,,,,,,,,,,No,,,
El Dorado County Transit Authority,Diamond Springs,CA,9229,90229,Independent Public Agency or Authority of Transit Service,Full Reporter,"1,723,634",30,MB, DO , 9 ,,"3,621",,"55,127",,0,,0,,0,,0,,0,,0,,,"890,868",,0,,0,,0,,0,,0,,0,,,246.03,,0.00,,,,,,,,,,,,No,,,
"City of Brownsville , dba: Brownsville Metro",Brownsville,TX,6014,60014,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"217,585",30,DR, DO , 8 ,,0,,"32,300",,0,,0,,0,,0,,0,,0,,,"760,015",,"219,690",,0,,0,,0,,0,,0,,,,,6.80,,,,,,,,,,,,No,,,
"County of Fayette, dba: Fayette Area Coordinated Transportation",Lemont Furnace,PA,3087,30087,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"51,370",30,MB, DO , 7 ,,"44,835",,"7,506",,0,,0,,0,,0,,0,,0,,,"271,472",,"51,232",,0,,0,,0,,0,,0,,,6.05,,6.83,,,,,,,,,,,,No,,,
"City of Norwalk , dba: Norwalk Transit System ",Norwalk,CA,9022,90022,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"12,150,996",30,DR, PT , 6 ,,0,,"15,401",,0,,0,,0,,0,,0,,0,,,0,,"78,772",,0,,0,,0,,0,,0,,,,,5.11,,,,,,,,,,,,No,,,
"City of Brownsville , dba: Brownsville Metro",Brownsville,TX,6014,60014,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"217,585",30,CB, DO , 6 ,,0,,0,,0,,0,,0,,0,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,No,,,
"County of Fayette, dba: Fayette Area Coordinated Transportation",Lemont Furnace,PA,3087,30087,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"51,370",30,MB, PT , 3 ,,"31,787",,0,,0,,0,,0,,0,,0,,0,,,"127,763",,0,,0,,0,,0,,0,,0,,,4.02,,,,,,,,,,,,,,No,,,
"City of Norwalk , dba: Norwalk Transit System ",Norwalk,CA,9022,90022,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"12,150,996",30,MB, DO , 24 ,,"3,676",,"58,194",,0,,"280,577",,0,,0,,0,,0,,,"11,394",,"203,068",,0,,"890,735",,0,,0,,0,,,3.10,,3.49,,,,,,,,,,,,No,,,
"County of Fayette, dba: Fayette Area Coordinated Transportation",Lemont Furnace,PA,3087,30087,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"51,370",30,DR, PT , 2 ,,0,,"2,486",,0,,0,,0,,0,,0,,0,,,0,,"41,203",,0,,0,,0,,0,,0,,,,,16.57,,,,,,,,,,,,No,,,
"City of Billings, dba: Metropolitan Transit System",Billings,MT,8004,80004,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"114,773",30,MB, DO , 18 ,,"127,919",,0,,0,,0,,0,,0,,0,,0,,,"659,028",,0,,0,,0,,0,,0,,0,,,5.15,,,,,,,,,,,,,,No,,,
"County of Fayette, dba: Fayette Area Coordinated Transportation",Lemont Furnace,PA,3087,30087,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"51,370",30,DR, DO , 18 ,,0,,"140,962",,0,,0,,0,,0,,0,,0,,,0,,"1,064,123",,0,,0,,0,,0,,0,,,,,7.55,,,,,,,,,,,,No,,,
"City of La Crosse, dba: LaCrosse Municipal Transit Utility",La Crosse,WI,5004,50004,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"100,868",30,MB, DO , 16 ,,"158,281",,0,,0,,0,,0,,0,,0,,0,,,"719,125",,0,,0,,0,,0,,0,,0,,,4.54,,,,,,,,,,,,,,No,,,
"City of Brownsville , dba: Brownsville Metro",Brownsville,TX,6014,60014,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"217,585",30,MB, DO , 16 ,,"222,508",,"3,726",,0,,0,,0,,0,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,,0.00,,0.00,,,,,,,,,,,,No,,,
"County Commissioners of Charles County, MD",La Plata,MD,3088,30088,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"109,919",30,MB, PT , 16 ,,0,,"197,266",,0,,0,,0,,0,,0,,0,,,0,,"1,356,245",,0,,0,,0,,0,,0,,,,,6.88,,,,,,,,,,,,No,,,
Indian River County,Vero Beach,FL,4104,40104,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"149,422",30,DR, PT , 15 ,,0,,"40,281",,0,,0,,0,,0,,0,,0,,,0,,"439,239",,0,,0,,0,,0,,0,,,,,10.90,,,,,,,,,,,,No,,,
Indian River County,Vero Beach,FL,4104,40104,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"149,422",30,MB, PT , 15 ,,"100,568",,"49,533",,0,,0,,0,,0,,0,,0,,,"676,107",,"281,121",,0,,0,,0,,0,,0,,,6.72,,5.68,,,,,,,,,,,,No,,,
"County Commissioners of Charles County, MD",La Plata,MD,3088,30088,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"109,919",30,DR, PT , 14 ,,0,,"57,386",,0,,0,,0,,0,,0,,0,,,0,,"480,110",,0,,0,,0,,0,,0,,,,,8.37,,,,,,,,,,,,No,,,
"City of La Crosse, dba: LaCrosse Municipal Transit Utility",La Crosse,WI,5004,50004,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"100,868",30,DR, PT , 14 ,,"1,320",,"6,706",,0,,0,,0,,0,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,,0.00,,0.00,,,,,,,,,,,,No,,,
"City of Billings, dba: Metropolitan Transit System",Billings,MT,8004,80004,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"114,773",30,DR, DO , 12 ,,0,,"30,995",,0,,0,,0,,0,,0,,0,,,0,,"185,278",,0,,0,,0,,0,,0,,,,,5.98,,,,,,,,,,,,No,,,
El Dorado County Transit Authority,Diamond Springs,CA,9229,90229,Independent Public Agency or Authority of Transit Service,Full Reporter,"1,723,634",30,DR, DO , 11 ,,0,,"70,637",,0,,0,,0,,0,,0,,0,,,0,,"520,861",,0,,0,,0,,0,,0,,,,,7.37,,,,,,,,,,,,No,,,
El Dorado County Transit Authority,Diamond Springs,CA,9229,90229,Independent Public Agency or Authority of Transit Service,Full Reporter,"1,723,634",30,CB, DO , 10 ,,"103,464",,0,,0,,0,,0,,0,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,,0.00,,,,,,,,,,,,,,No,,,
New York City Economic Development Corporation,New York,NY,,22930,Private-Non-Profit Corporation,Full Reporter,"18,351,295",29,MB, PT , 6 ,,"15,714",,0,,0,,0,,0,,0,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,,0.00,,,,,,,,,,,,,,No,,,
Mid-Ohio Regional Planning Commission,Columbus,OH,5191,50191,"MPO, COG or Other Planning Agency",Full Reporter,"1,368,035",29,VP, PT , 29 ,,0,,"35,413",,0,,0,,0,,0,,0,,0,,,0,,"406,913",,0,,0,,0,,0,,0,,,,,11.49,,,,,,,,,,,,No,,,
New York City Economic Development Corporation,New York,NY,,22930,Private-Non-Profit Corporation,Full Reporter,"18,351,295",29,FB, PT , 23 ,,"2,826,767",,0,,0,,0,,0,,0,,0,,0,,,"915,888",,0,,0,,0,,0,,0,,0,,,0.32,,,,,,,,,,,,,,No,,,
"City of Sioux City, dba: Sioux City Transit System",Sioux City,IA,7012,70012,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"106,494",29,MB, DO , 19 ,,"143,674",,0,,0,,0,,0,,0,,0,,0,,,"620,139",,0,,0,,0,,0,,0,,0,,,4.32,,,,,,,,,,,,,,No,,,
Redding Area Bus Authority,Redding,CA,9093,90093,Independent Public Agency or Authority of Transit Service,Full Reporter,"117,731",29,DR, PT , 16 ,,0,,"49,689",,0,,0,,0,,0,,0,,0,,,0,,"321,353",,0,,0,,0,,0,,0,,,,,6.47,,,,,,,,,,,,No,,,
Redding Area Bus Authority,Redding,CA,9093,90093,Independent Public Agency or Authority of Transit Service,Full Reporter,"117,731",29,MB, PT , 13 ,,"142,645",,"10,849",,0,,0,,0,,0,,0,,0,,,"676,140",,"95,598",,0,,0,,0,,0,,0,,,4.74,,8.81,,,,,,,,,,,,No,,,
"City of Sioux City, dba: Sioux City Transit System",Sioux City,IA,7012,70012,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"106,494",29,DR, PT , 10 ,,179,,"32,451",,0,,0,,0,,0,,0,,0,,,974,,"238,793",,0,,0,,0,,0,,0,,,5.44,,7.36,,,,,,,,,,,,No,,,
"City of Santa Maria, dba: Santa Maria Area Transit",Santa Maria,CA,9087,90087,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"130,447",28,DR, PT , 6 ,,0,,"22,218",,0,,0,,0,,0,,0,,0,,,0,,"167,041",,0,,0,,0,,0,,0,,,,,7.52,,,,,,,,,,,,No,,,
New York City Department of Transportation,New York,NY,2082,20082,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"18,351,295",28,FB, DO , 4 ,,"4,692,125",,0,,0,,0,,0,,0,,0,,0,,,"210,271",,0,,0,,0,,0,,0,,0,,,0.04,,,,,,,,,,,,,,No,,,
University of Minnesota Transit,Minneapolis,MN,5218,50515,University,Full Reporter,"2,650,890",28,DR, DO , 3 ,,0,,"3,822",,0,,0,,0,,0,,0,,0,,,0,,"30,458",,0,,0,,0,,0,,0,,,,,7.97,,,,,,,,,,,,No,,,
University of Iowa,Iowa City,IA,7019,70019,University,Full Reporter,"106,621",28,DR, DO , 3 ,,"11,463",,0,,0,,0,,0,,0,,0,,0,,,"785,442",,0,,0,,0,,0,,0,,0,,,68.52,,,,,,,,,,,,,,No,,,
Altamont Corridor Express,Stockton,CA,9182,90182,Independent Public Agency or Authority of Transit Service,Full Reporter,"370,583",28,CR, PT , 28 ,,"506,620",,0,,0,,0,,0,,0,,0,,0,,,"210,964",,0,,0,,0,,0,,0,,0,,,0.42,,,,,,,,,,,,,,No,,,
University of Minnesota Transit,Minneapolis,MN,5218,50515,University,Full Reporter,"2,650,890",28,MB, PT , 25 ,,"137,606",,"16,714",,0,,0,,0,,0,,0,,0,,,"511,351",,"52,599",,0,,0,,0,,0,,0,,,3.72,,3.15,,,,,,,,,,,,No,,,
University of Iowa,Iowa City,IA,7019,70019,University,Full Reporter,"106,621",28,MB, DO , 25 ,,"198,569",,0,,0,,0,,0,,0,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,,0.00,,,,,,,,,,,,,,No,,,
New York City Department of Transportation,New York,NY,2082,20082,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"18,351,295",28,CB, PT , 24 ,,"199,084",,0,,0,,0,,0,,0,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,,0.00,,,,,,,,,,,,,,No,,,
"City of Santa Maria, dba: Santa Maria Area Transit",Santa Maria,CA,9087,90087,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"130,447",28,MB, PT , 22 ,,"198,707",,"9,731",,0,,0,,0,,0,,0,,0,,,"834,109",,"63,209",,0,,0,,0,,0,,0,,,4.20,,6.50,,,,,,,,,,,,No,,,
Imperial County Transportation Commission,El Centro,CA,9226,90226,Independent Public Agency or Authority of Transit Service,Full Reporter,"107,672",28,MB, PT , 18 ,,"140,645",,"51,394",,0,,0,,0,,0,,0,,0,,,"688,579",,"333,818",,0,,0,,0,,0,,0,,,4.90,,6.50,,,,,,,,,,,,No,,,
Imperial County Transportation Commission,El Centro,CA,9226,90226,Independent Public Agency or Authority of Transit Service,Full Reporter,"107,672",28,DR, PT , 10 ,,0,,"68,528",,0,,0,,0,,0,,0,,0,,,0,,"448,834",,0,,0,,0,,0,,0,,,,,6.55,,,,,,,,,,,,No,,,
"Licking County, Ohio, dba: Licking County Transit Board",Newark,OH,5163,50163,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"76,068",27,DR, DO , 27 ,,"3,810",,"160,359",,0,,0,,0,,0,,0,,0,,,"25,988",,"1,523,139",,0,,0,,0,,0,,0,,,6.82,,9.50,,,,,,,,,,,,No,,,
Bay County Transportation Planning Organization,Panama City,FL,4185,40185,"MPO, COG or Other Planning Agency",Full Reporter,"143,280",27,DR, PT , 17 ,,"1,819",,"397,518",,0,,0,,0,,0,,0,,0,,,0,,"363,963",,0,,0,,0,,0,,0,,,0.00,,0.92,,,,,,,,,,,,No,,,
Berkshire Regional Transit Authority,Pittsfield,MA,1007,10007,"Subsidiary Unit of a Transit Agency, Reporting Separately",Full Reporter,"59,124",27,MB, PT , 16 ,,"72,222",,"65,577",,0,,0,,0,,0,,0,,0,,,"472,783",,"417,859",,0,,0,,0,,0,,0,,,6.55,,6.37,,,,,,,,,,,,No,,,
Berkshire Regional Transit Authority,Pittsfield,MA,1007,10007,"Subsidiary Unit of a Transit Agency, Reporting Separately",Full Reporter,"59,124",27,DR, PT , 11 ,,0,,"38,860",,0,,0,,0,,0,,0,,0,,,0,,"309,692",,0,,0,,0,,0,,0,,,,,7.97,,,,,,,,,,,,No,,,
Bay County Transportation Planning Organization,Panama City,FL,4185,40185,"MPO, COG or Other Planning Agency",Full Reporter,"143,280",27,MB, PT , 10 ,,"65,307",,0,,0,,0,,0,,0,,0,,0,,,"471,339",,0,,0,,0,,0,,0,,0,,,7.22,,,,,,,,,,,,,,No,,,
RiverCities Transit,Longview,WA,0016,00016,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"63,952",26,MB, DO , 9 ,,0,,0,,0,,0,,"67,816",,0,,0,,0,,,"313,720",,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,No,,,
"City of Decatur, Il, dba: Decatur Public Transit System",Decatur,IL,5061,50061,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"93,863",26,DR, DO , 5 ,,0,,"19,480",,0,,0,,"1,062",,0,,0,,0,,,"9,170",,"119,231",,0,,0,,0,,0,,0,,,,,6.12,,,,,,,,,,,,No,,,
Central Florida Commuter Rail,Sanford,FL,4232,40232,State Government Unit or Department of Transportation,Full Reporter,"1,510,516",26,CR, PT , 26 ,,"839,881",,0,,0,,0,,0,,0,,0,,0,,,"503,115",,0,,0,,0,,0,,0,,0,,,0.60,,,,,,,,,,,,,,No,,,
"City of Decatur, Il, dba: Decatur Public Transit System",Decatur,IL,5061,50061,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"93,863",26,MB, DO , 19 ,,0,,0,,0,,0,,"208,474",,0,,0,,0,,,"979,792",,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,No,,,
RiverCities Transit,Longview,WA,0016,00016,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"63,952",26,DR, PT , 17 ,,0,,"29,629",,"13,844",,0,,"1,462",,0,,0,,0,,,"11,306",,"168,345",,0,,0,,"57,070",,0,,0,,,,,5.68,,0.00,,,,,,,,,,No,,,
"City of Jackson, MS, dba: Planning & Development, Transit Services",Jackson,MS,4015,40015,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"351,478",26,MB, PT , 14 ,,"270,525",,0,,0,,0,,0,,0,,0,,0,,,"776,576",,0,,0,,0,,0,,0,,0,,,2.87,,,,,,,,,,,,,,No,,,
"City of Jackson, MS, dba: Planning & Development, Transit Services",Jackson,MS,4015,40015,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"351,478",26,DR, PT , 12 ,,"26,946",,"32,508",,0,,0,,0,,0,,0,,0,,,"228,624",,"257,090",,0,,0,,0,,0,,0,,,8.48,,7.91,,,,,,,,,,,,No,,,
